Temp,Setpoint,,Time
38.31,38.5,107.35,464661
38.34,38.5,107.36,464862
38.31,38.5,98.46,465063
38.31,38.5,111.33,465264
38.31,38.5,107.41,465465
38.31,38.5,107.43,465666
38.34,38.5,107.45,465867
38.34,38.5,98.55,466068
38.31,38.5,102.5,466269
38.31,38.5,111.43,466470
38.31,38.5,107.51,466671
38.31,38.5,107.53,466872
38.34,38.5,107.55,467073
38.34,38.5,98.65,467274
38.31,38.5,102.6,467475
38.31,38.5,111.53,467676
38.31,38.5,107.61,7877
38.31,38.5,107.63,468078
38.31,38.5,107.65,468279
38.34,38.5,107.67,468480
38.31,38.5,98.77,468681
38.31,38.5,111.63,468882
38.31,38.5,107.72,469083
38.31,38.5,107.73,469284
38.31,38.5,107.75,469485
38.31,38.5,107.77,469686
38.31,38.5,107.7,469887
38.31,38.5,107.8,470088
38.28,38.5,107.82,470289
38.31,38.5,116.76,470490
38.31,38.5,103.93,470691
38.31,38.5,107.88,470892
38.31,38.5,107.89,471093
38.31,38.5,107.91,471294
38.31,38.5,107.93,471495
38.28,38.5,107.95,471696
38.31,38,116.88,471897
38.31,38.5,104.05,472098
38.28,38.5,108,472299
38.28,38.5,116.94,472500
38.31,38.5,113.03,472701
38.24,38.5,104.13,472902
38.31,38.5,125.92,473103
38.31,38.5,100.24,473304
38.31,38.5,108.12,473505
38.28,38.5,108.14,473706
38.28,38.5,117.08,473907
38.28,38.5,113.16,474108
38.31,38.5,113.18,474309
38.28,38.5,104.29,474510
38.31,38.5,117.16,474711
38.28,38.5,104.33,474912
38.31,38.5,117.19,475113
38.28,38.5,104.36,475314
38.28,38.5,117.23,475515
38.28,38.5,113.32,475716
38.28,38.5,113.34,475917
38.31,38.5,113.36,476118
38.28,38.5,104.46,476319
38.28,38.5,117.33,476520
38.28,38.5,113.42,476721
38.28,38.5,113.44,476922
38.28,38.5,113.46,477123
38.28,38.5,113.48,477324
38.28,38.5,113.5,477525
38.28,38.5,113.52,477726
38.24,38.5,113.55,477927
38.31,38.5,122.48,478128
38.28,38.5,100.74,478329
38.28,38.5,117.54,478530
38.28,38.5,113.63,478731
38.28,38.5,113.65,478932
38.28,38.5,113.67,479133
38.28,38.5,113.69,479334
38.24,38.5,113.71,479535
38.28,38.5,122.65,479736
38.248.50,109.82,479937,
38.28,38.5,122.69,480138
38.28,38.5,109.87,480339
38.24,38.5,113.82,480540
38.28,38.5,122.76,480741
38.24,38.5,109.93,480942
38.24,38.5,122.8,481143
38.24,38.5,118.89,481344
38.28,38.5,118.92,481545
38.24,38.5,110.03,481746
38.28,38.5,122.9,481947
38.28,38.5,110.07,482148
38.24,38.5,114.02,482349
38.24,38.5,122.96,482550
38.24,38.5,119.05,482751
38.28,38.5,119.08,482952
38.28,38.5,110.18,483153
38.24,38.5,114.14,483354
38.24,38.5,123.07,483555
38.24,38.5,119.17,483756
38.24,38.5,119.19,483957
38.24,38.5,119.21,484158
38.24,38.5,119.24,484359
38.24,38.5,119.26,484560
38.24,38.5,119.29,484761
38.24,38.5,119.31,484962
38.24,38.5,119.33,485163
38.24,38.5,119.36,485364
38.24,38.5,119.38,485565
38.24,38.5,119.41,485766
38.24,38.5,119.43,485967
38.21,38.5,119.45,486168
38.24,38.5,128.42,486369
38.24,38.5,115.56,486570
38.24,38.5,119.53,486771
38.24,38.5,119.55,486972
38.21,38.5,119.58,487173
38.24,38.5,128.54,487374
38.24,38.5,115.68,487575
38.24,38.5,119.65,487776
38.24,38.5,119.67,487977
38.21,38.5,119.7,488178
38.21,38.5,128.67,488379
38.24,38.5,124.75,488580
38.24,38.5,115.83,488781
38.24,38.5,119.8,488982
38.21,38.5,119.82,489183
38.21,38.5,128.79,489384
38.21,38.5,124.87,489585
38.24,38.5,124.9,489786
38,38.5,115.98,489987
38.24,38.5,119.95,490188
38.21,38.5,119.98,490389
38.21,38.5,128.95,490590
38.24,38.5,125.03,490791
38.24,38.5,116.11,490992
38.28,38.5,120.08,491193
38.21,38.5,111.19,491394
38.24,38.5,133,491595
38.24,38.5,116.21,491796
38.2438.50,120.17,491997,
38.28,38.5,120.2,492198
38.24,38.5,111.31,492399
38.24,38.5,124.18,492600
38.24,38.5,120.27,492801
38.28,38.5,120.29,493002
38.28,38.5,111.4,493203
38.24,38.5,115.35,493404
38.28,38.5,124.29,493605
38.28,38.5,111.46,493806
38.28,38.5,115.42,494007
38.28,38.5,115.44,494208
38.28,38.5,115.46,494409
38.28,38.5,115.48,494610
38.28,38.5,115.5,494811
38.28,38.5,115.52,495012
38.31,38.5,115.54,495213
38.31,38.5,106.64,495414
38.31,38.5,110.6,495615
38.31,38.5,110.61,495816
38.31,3.5,110.63,496017
38.31,38.5,110.65,496218
38.31,38.5,110.67,496419
38.31,38.5,110.68,496620
38.31,38.5,110.7,496821
38.31,38.5,110.72,497022
38.31,38.5,110.74,497223
38.28,38.5,110.75,497424
38.31,38.5,119.69,497625
38.34,38.5,106.86,497826
38.31,3850,101.89,498027
38.34,38.5,114.76,498228
38.31,38.5,101.92,498429
38.31,38.5,114.79,498630
38.31,38.5,110.87,498831
38.31,38.5,110.89,499032
38.34,38.5,110.91,499233
38.31,38.5,102.01,499434
38.34,38.5,114.87,499635
38.31,38.5,102.04,499836
38.31,38.5,114.91,500037
38.34,38.5,110.99,500238
38.31,38.5,102.09,500439
38.34,38.5,114.96,500640
38.34,38.5,102.12,500841
38.34,38.5,106.07,501042
38.34,38.5,106.08,501243
38.31,38.5,106.1,501444
38.34,38.5,115.03,501645
38.34,38.5,102.2,501846
3834,38.5,106.15,502047
38.34,38.5,106.16,502248
38.34,38.5,106.17,502449
38.31,38.5,106.19,502650
