#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
28.31,30.00,52.34,60.51,61.82,hello
28.34,30.00,52.34,60.54,61.82,hello
28.31,30.00,51.30,60.51,61.82,hello
28.31,30.00,52.34,60.51,61.82,hello
28.34,30.00,52.34,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.31,30.00,51.30,60.51,61.82,hello
28.34,30.00,52.34,60.54,61.82,hello
28.31,30.00,51.30,60.51,61.82,hello
28.34,30.00,52.34,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.37,30.00,51.30,60.56,61.82,hello
28.34,30.00,50.25,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.37,30.00,51.30,60.56,61.82,hello
28.34,30.00,50.25,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.37,30.00,51.30,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.34,30.00,50.25,60.54,61.82,hello
28.37,30.00,51.30,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.34,30.00,50.25,60.54,61.82,hello
28.34,30.00,51.30,60.54,61.82,hello
28.37,30.00,51.30,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.34,30.00,50.25,60.54,61.82,hello
28.37,30.00,51.30,60.56,61.82,hello
28.34,30.00,50.25,60.54,61.82,hello
28.37,30.00,51.30,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.41,30.00,50.25,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.37,30.00,49.20,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.41,30.00,50.25,60.59,61.82,hello
28.37,30.00,49.20,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.41,30.00,50.25,60.59,61.82,hello
28.37,30.00,49.20,60.56,61.82,hello
28.41,30.00,50.25,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.37,30.00,49.20,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.41,30.00,50.25,60.59,61.82,hello
28.37,30.00,49.20,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.37,30.00,50.25,60.56,61.82,hello
28.41,30.00,50.25,60.59,61.82,hello
28.37,30.00,49.20,60.56,61.82,hello
28.41,30.00,50.25,60.59,61.82,hello
28.37,30.00,49.20,60.56,61.82,hello
28.41,30.00,50.25,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.37,30.00,49.20,60.56,61.82,hello
28.41,30.00,50.25,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.44,30.00,49.20,60.61,61.82,hello
28.41,30.00,48.16,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.37,30.00,49.20,60.56,61.82,hello
28.41,30.00,50.25,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.44,30.00,49.20,60.61,61.82,hello
28.41,30.00,48.16,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.44,30.00,49.20,60.61,61.82,hello
28.41,30.00,48.16,60.59,61.82,hello
28.44,30.00,49.20,60.61,61.82,hello
28.41,30.00,48.16,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
28.41,30.00,49.20,60.59,61.82,hello
