Temp,Setpoint,Output,TempPWM,SetpointPWM,Status,,
36.95,37,99.76,67.19,67.23,hello,,
36.95,37,93.98,67.19,67.23,hello,,
36.95,37,93.99,67.19,67.23,hello,,
36.95,37,93.99,67.19,67.23,hello,,
36.95,37,94,67.19,67.23,hello,,
36.95,37,94,67.19,67.23,hello,,
36.92,37,94,67.16,67.23,hello,,
36.92,37,104.49,67.16,67.23,hello,,
36.95,37,98.73,67.19,67.23,hello,,
36.92,37,88.25,67.16,67.23,hello,,
36.92,37,104.51,67.16,67.23,hello,,
36.92,37,98.75,67.16,67.23,hello,,
36.92,37,98.76,67.16,67.23,hello,,
36.92,37,98.76,67.16,67.23,hello,,
36.88,37,98.77,67.14,67.23,hello,,
36.92,37,109.26,67.16,67.23,hello,,
36.92,37,93.02,67.16,67.23,hello,,
36.88,37,98.79,67.14,67.23,hello,,
36.92,37,109.28,67.16,67.23,hello,,
36.88,37,93.04,67.14,67.23,hello,,
36.92,37,109.3,67.16,67.23,hello,,
36.92,37,93.06,67.16,67.23,hello,,
36.88,37,98.83,67.14,67.23,hello,,
36.88,37,109.32,67.14,67.23,hello,,
36.88,37,103.56,67.14,67.23,hello,,
36.85,37,103.57,67.11,67.23,hello,,
36.88,37,114.1,67.14,67.23,hello,,
36.85,37,97.81,67.11,67.23,hello,,
36.85,37,114.12,67.11,67.23,hello,,
36.85,37,108.35,67.11,67.23,hello,,
36.88,37,108.36,67.14,67.23,hello,,
36.85,37,97.85,67.11,67.23,hello,,
36.85,37,114.16,67.11,67.23,hello,,
36.85,37,108.39,67.11,67.23,hello,,
36.85,37,108.4,67.11,67.23,hello,,
36.85,37,108.41,67.11,67.23,hello,,
36.82,37,108.43,67.09,67.23,hello,,
36.85,37,118.92,67.11,67.23,hello,,
36.82,37,102.69,67.09,67.23,hello,,
36.82,37,118.95,67.09,67.23,hello,,
36.82,37,113.2,67.09,67.23,hello,,
36.82,37,113.21,67.09,67.23,hello,,
36.82,37,113.23,67.09,67.23,hello,,
36.78,37,113.24,67.06,67.23,hello,,
36.78,37,123.74,67.06,67.23,hello,,
36.82,37,117.99,67.09,67.23,hello,,
36.82,37,107.52,67.09,67.23,hello,,
36.78,37,113.3,67.06,67.23,hello,,
36.78,37,123.8,67.06,67.23,hello,,
36.78,37,118.05,67.06,67.23,hello,,
36.78,37,118.07,67.06,67.23,hello,,
36.78,37,118.09,67.06,67.23,hello,,
36.78,37,118.1,67.06,67.23,hello,,
36.78,37,118.12,67.06,67.23,hello,,
36.78,37,118.14,67.06,67.23,hello,,
36.75,37,118.15,67.03,67.23,hello,,
36.75,37,128.69,67.03,67.23,hello,,
36.75,37,122.92,67.03,67.23,hello,,
36.75,37,122.94,67.03,67.23,hello,,
36.75,37,122.96,67.03,67.23,hello,,
36.71,37,122.98,67.01,67.23,hello,,
36.75,37,133.49,67.03,67.23,hello,,
36.71,37,117.26,67.01,67.23,hello,,
36.71,37,133.53,67.01,67.23,hello,,
36.75,37,127.79,67.03,67.23,hello,,
36.71,37,117.32,67.01,67.23,hello,,
36.71,37,133.59,67.01,67.23,hello,,
36.71,37,127.85,67.01,67.23,hello,,
36.75,37,127.87,67.03,67.23,hello,,
36.71,37,117.41,67.01,67.23,hello,,
36.71,37,133.68,67.01,67.23,hello,,
36.71,37,127.93,67.01,67.23,hello,,
36.71,37,127.96,67.01,67.23,hello,,
36.71,37,127.98,67.01,67.23,hello,,
36.71,37,128,67.01,67.23,hello,,
36.71,37,128.02,67.01,67.23,hello,,
36.71,37,128.04,67.01,67.23,hello,,
36.71,37,128.07,67.01,67.23,hello,,
36.71,37,128.09,67.01,67.23,hello,,
36.71,37,128.11,67.01,67.23,hello,,
36.71,37,128.13,67.01,67.23,hello,,
36.71,37,128.16,67.01,67.23,hello,,
36.68,37,128.18,66.98,67.23,hello,,
36.68,37,138.69,66.98,67.23,hello,,
36.71,37,132.94,67.01,67.23,hello,,
36.68,37,122.48,66.98,67.23,hello,,
36.71,37,138.76,67.01,67.23,hello,,
36.68,37,122.53,66.98,67.23,hello,,
36.71,37,138.8,67.01,67.23,hello,,
36.71,37,122.58,67.01,67.23,hello,,
36.75,37,128.36,67.03,67.23,hello,,
36.75,37,117.9,67.03,67.23,hello,,
36.71,37,123.69,67.01,67.23,hello,,
36.78,37,134.19,67.06,67.23,hello,,
36.75,37,107.45,67.03,67.23,hello,,
36.75,37,129.53,67.03,67.23,hello,,
36.78,37,123.76,67.06,67.23,hello,,
36.78,37,113.27,67.06,67.23,hello,,
36.78,37,119.07,67.06,67.23,hello,,
36.82,37,119.08,67.09,67.23,hello,,
36.78,37,108.61,67.06,67.23,hello,,
36.78,37,124.88,67.06,67.23,hello,,
36.78,37,119.13,67.06,67.23,hello,,
36.82,37,119.15,67.09,67.23,hello,,
36.82,37,108.68,67.09,67.23,hello,,
36.82,37,114.46,67.09,67.23,hello,,
36.82,37,114.47,67.09,67.23,hello,,
36.85,37,114.49,67.11,67.23,hello,,
36.85,37,104.02,67.11,67.23,hello,,
36.88,37,109.79,67.14,67.23,hello,,
36.88,37,99.29,67.14,67.23,hello,,
36.88,37,105.08,67.14,67.23,hello,,
36.88,37,105.09,67.14,67.23,hello,,
36.88,37,105.1,67.14,67.23,hello,,
36.92,37,105.11,67.16,67.23,hello,,
36.92,37,94.63,67.16,67.23,hello,,
36.92,37,100.4,67.16,67.23,hello,,
36.92,37,100.41,67.16,67.23,hello,,
36.95,37,100.41,67.19,67.23,hello,,
36.92,37,89.94,67.16,67.23,hello,,
36.95,37,106.19,67.19,67.23,hello,,
36.95,37,89.95,67.19,67.23,hello,,
36.95,37,95.71,67.19,67.23,hello,,
36.95,37,95.72,67.19,67.23,hello,,
36.95,37,95.72,67.19,67.23,hello,,
36.99,37,95.73,67.22,67.23,hello,,
36.95,37,85.21,67.19,67.23,hello,,
36.99,37,101.51,67.22,67.23,hello,,
36.99,37,85.22,67.22,67.23,hello,,
36.99,37,91,67.22,67.23,hello,,
36.99,37,91,67.22,67.23,hello,,
36.99,37,91,67.22,67.23,hello,,
36.99,37,91,67.22,67.23,hello,,
36.99,37,91.01,67.22,67.23,hello,,
36.99,37,91.01,67.22,67.23,hello,,
37.02,37,91.01,67.24,67.23,hello,,
37.02,37,80.52,67.24,67.23,hello,,
36.99,37,86.29,67.22,67.23,hello,,
37.02,37,96.77,67.24,67.23,hello,,
37.02,37,80.52,67.24,67.23,hello,,
37.02,37,86.29,67.24,67.23,hello,,
37.02,37,86.28,67.24,67.23,hello,,
37.02,37,86.28,67.24,67.23,hello,,
37.02,37,86.28,67.24,67.23,hello,,
37.05,37,86.28,67.27,67.23,hello,,
37.02,37,75.79,67.24,67.23,hello,,
37.05,37,92.04,67.27,67.23,hello,,
37.02,37,75.79,67.24,67.23,hello,,
37.05,37,92.03,67.27,67.23,hello,,
37.02,37,75.78,67.24,67.23,hello,,
37.02,37,92.03,67.24,67.23,hello,,
37.02,37,86.26,67.24,67.23,hello,,
37.02,37,86.26,67.24,67.23,hello,,
37.02,37,86.26,67.24,67.23,hello,,
36.99,37,86.26,67.22,67.23,hello,,
37.02,37,96.74,67.24,67.23,hello,,
36.99,37,80.49,67.22,67.23,hello,,
37.02,37,96.74,67.24,67.23,hello,,
37.02,37,80.49,67.24,67.23,hello,,
37.02,37,86.25,67.24,67.23,hello,,
37.02,37,86.25,67.24,67.23,hello,,
37.02,37,86.25,67.24,67.23,hello,,
37.02,37,86.25,67.24,67.23,hello,,
37.02,37,86.25,67.24,67.23,hello,,
37.02,37,86.25,67.24,67.23,hello,,
37.02,37,86.24,67.24,67.23,hello,,
37.02,37,86.24,67.24,67.23,hello,,
37.02,37,86.24,67.24,67.23,hello,,
36.99,37,86.24,67.22,67.23,hello,,
37.02,37,96.72,67.24,67.23,hello,,
37.02,37,80.47,67.24,67.23,hello,,
36.99,37,86.24,67.22,67.23,hello,,
37.02,37,96.72,67.24,67.23,hello,,
36.99,37,80.47,67.22,67.23,hello,,
36.99,37,96.72,67.22,67.23,hello,,
37.02,37,90.96,67.24,67.23,hello,,
36.99,37,80.47,67.22,67.23,hello,,
37.02,37,96.72,67.24,67.23,hello,,
37.02,37,80.47,67.24,67.23,hello,,
36.99,37,86.24,67.22,67.23,hello,,
36.99,37,96.72,67.22,67.23,hello,,
36.95,37,90.96,67.19,67.23,hello,,
36.99,37,101.47,67.22,67.23,hello,,
36.99,37,85.18,67.22,67.23,hello,,
36.99,37,90.96,67.22,67.23,hello,,
37.02,37,90.96,67.24,67.23,hello,,
36.99,37,80.48,67.22,67.23,hello,,
36.99,37,96.73,67.22,67.23,hello,,
36.99,37,90.96,67.22,67.23,hello,,
36.95,37,90.96,67.19,67.23,hello,,
36.99,37,101.48,67.22,67.23,hello,,
36.95,37,85.19,67.19,67.23,hello,,
36.95,37,101.49,67.19,67.23,hello,,
36.95,37,95.71,67.19,67.23,hello,,
36.95,37,95.71,67.19,67.23,hello,,
36.95,37,95.72,67.19,67.23,hello,,
36.95,37,95.72,67.19,67.23,hello,,
36.95,37,95.72,67.19,67.23,hello,,
36.95,37,95.73,67.19,67.23,hello,,
36.92,37,95.73,67.16,67.23,hello,,
36.92,37,106.22,67.16,67.23,hello,,
36.95,37,100.46,67.19,67.23,hello,,
36.95,37,89.98,67.19,67.23,hello,,
36.92,37,95.75,67.16,67.23,hello,,
36.92,37,106.24,67.16,67.23,hello,,
36.95,37,100.48,67.19,67.23,hello,,
36.92,37,90,67.16,67.23,hello,,
36.95,37,106.26,67.19,67.23,hello,,
36.92,37,90.01,67.16,67.23,hello,,
36.92,37,106.27,67.16,67.23,hello,,
36.92,37,100.51,67.16,67.23,hello,,
36.92,37,100.51,67.16,67.23,hello,,
36.92,37,100.52,67.16,67.23,hello,,
36.88,37,100.53,67.14,67.23,hello,,
36.88,37,111.02,67.14,67.23,hello,,
36.88,37,105.26,67.14,67.23,hello,,
36.88,37,105.27,67.14,67.23,hello,,
36.85,37,105.28,67.11,67.23,hello,,
36.88,37,115.81,67.14,67.23,hello,,
36.88,37,99.52,67.14,67.23,hello,,
36.88,37,105.31,67.14,67.23,hello,,
36.88,37,105.32,67.14,67.23,hello,,
36.85,37,105.33,67.11,67.23,hello,,
36.85,37,115.85,67.11,67.23,hello,,
36.85,37,110.08,67.11,67.23,hello,,
36.85,37,110.09,67.11,67.23,hello,,
36.85,37,110.11,67.11,67.23,hello,,
36.85,37,110.12,67.11,67.23,hello,,
36.85,37,110.13,67.11,67.23,hello,,
36.85,37,110.14,67.11,67.23,hello,,
36.82,37,110.15,67.09,67.23,hello,,
36.82,37,120.65,67.09,67.23,hello,,
36.82,37,114.9,67.09,67.23,hello,,
36.82,37,114.91,67.09,67.23,hello,,
36.82,37,114.93,67.09,67.23,hello,,
36.82,37,114.94,67.09,67.23,hello,,
36.78,37,114.95,67.06,67.23,hello,,
36.82,37,125.45,67.09,67.23,hello,,
36.82,37,109.22,67.09,67.23,hello,,
36.82,37,115,67.09,67.23,hello,,
36.82,37,115.01,67.09,67.23,hello,,
36.78,37,115.03,67.06,67.23,hello,,
36.82,37,125.53,67.09,67.23,hello,,
36.78,37,109.29,67.06,67.23,hello,,
36.78,37,125.56,67.06,67.23,hello,,
36.78,37,119.81,67.06,67.23,hello,,
36.78,37,119.83,67.06,67.23,hello,,
36.75,37,119.84,67.03,67.23,hello,,
36.75,37,130.38,67.03,67.23,hello,,
36.75,37,124.61,67.03,67.23,hello,,
36.75,37,124.63,67.03,67.23,hello,,
36.78,37,124.65,67.06,67.23,hello,,
36.75,37,114.16,67.03,67.23,hello,,
36.75,37,130.47,67.03,67.23,hello,,
36.71,37,124.71,67.01,67.23,hello,,
36.75,37,135.21,67.03,67.23,hello,,
36.75,37,118.99,67.03,67.23,hello,,
36.71,37,124.77,67.01,67.23,hello,,
36.71,37,135.27,67.01,67.23,hello,,
36.71,37,129.53,67.01,67.23,hello,,
36.71,37,129.55,67.01,67.23,hello,,
36.75,37,129.58,67.03,67.23,hello,,
36.71,37,119.11,67.01,67.23,hello,,
36.71,37,135.38,67.01,67.23,hello,,
36.71,37,129.64,67.01,67.23,hello,,
36.71,37,129.66,67.01,67.23,hello,,
36.71,37,129.68,67.01,67.23,hello,,
36.71,37,129.7,67.01,67.23,hello,,
36.71,37,129.73,67.01,67.23,hello,,
36.71,37,129.75,67.01,67.23,hello,,
36.71,37,129.77,67.01,67.23,hello,,
36.71,37,129.79,67.01,67.23,hello,,
36.75,37,129.82,67.03,67.23,hello,,
36.71,37,119.35,67.01,67.23,hello,,
36.75,37,135.62,67.03,67.23,hello,,
36.71,37,119.39,67.01,67.23,hello,,
36.71,37,135.66,67.01,67.23,hello,,
36.71,37,129.92,67.01,67.23,hello,,
36.71,37,129.94,67.01,67.23,hello,,
36.75,37,129.96,67.03,67.23,hello,,
36.75,37,119.5,67.03,67.23,hello,,
36.78,37,125.29,67.06,67.23,hello,,
36.78,37,114.79,67.06,67.23,hello,,
36.78,37,120.59,67.06,67.23,hello,,
36.78,37,120.61,67.06,67.23,hello,,
36.78,37,120.62,67.06,67.23,hello,,
36.82,37,120.64,67.09,67.23,hello,,
36.82,37,110.17,67.09,67.23,hello,,
36.85,37,115.95,67.11,67.23,hello,,
36.85,37,105.48,67.11,67.23,hello,,
36.85,37,111.26,67.11,67.23,hello,,
36.88,37,111.27,67.14,67.23,hello,,
36.85,37,100.76,67.11,67.23,hello,,
36.88,37,117.07,67.14,67.23,hello,,
36.88,37,100.78,67.14,67.23,hello,,
36.88,37,106.58,67.14,67.23,hello,,
36.88,37,106.58,67.14,67.23,hello,,
36.88,37,106.59,67.14,67.23,hello,,
36.88,37,106.6,67.14,67.23,hello,,
36.92,37,106.61,67.16,67.23,hello,,
36.95,37,96.13,67.19,67.23,hello,,
36.92,37,91.42,67.16,67.23,hello,,
36.95,37,107.68,67.19,67.23,hello,,
36.95,37,91.43,67.19,67.23,hello,,
36.95,37,97.2,67.19,67.23,hello,,
36.95,37,97.2,67.19,67.23,hello,,
36.95,37,97.21,67.19,67.23,hello,,
36.99,37,97.21,67.22,67.23,hello,,
36.99,37,86.7,67.22,67.23,hello,,
36.99,37,92.48,67.22,67.23,hello,,
36.99,37,92.48,67.22,67.23,hello,,
37.02,37,92.48,67.24,67.23,hello,,
36.99,37,82,67.22,67.23,hello,,
37.02,37,98.25,67.24,67.23,hello,,
37.02,37,82,67.24,67.23,hello,,
37.02,37,87.76,67.24,67.23,hello,,
37.02,37,87.76,67.24,67.23,hello,,
37.05,37,87.76,67.27,67.23,hello,,
37.02,37,77.27,67.24,67.23,hello,,
37.02,37,93.52,67.24,67.23,hello,,
37.05,37,87.75,67.27,67.23,hello,,
37.05,37,77.26,67.27,67.23,hello,,
37.05,37,83.03,67.27,67.23,hello,,
37.05,37,83.02,67.27,67.23,hello,,
37.05,37,83.02,67.27,67.23,hello,,
37.05,37,83.01,67.27,67.23,hello,,
37.09,37,83.01,67.29,67.23,hello,,
37.09,37,72.52,67.29,67.23,hello,,
37.05,37,78.28,67.27,67.23,hello,,
37.05,37,88.76,67.27,67.23,hello,,
37.09,37,82.99,67.29,67.23,hello,,
37.05,37,72.5,67.27,67.23,hello,,
37.09,37,88.74,67.29,67.23,hello,,
37.09,37,72.49,67.29,67.23,hello,,
37.09,37,78.25,67.29,67.23,hello,,
37.09,37,78.24,67.29,67.23,hello,,
37.05,37,78.23,67.27,67.23,hello,,
37.09,37,88.71,67.29,67.23,hello,,
37.09,37,72.45,67.29,67.23,hello,,
37.09,37,78.21,67.29,67.23,hello,,
37.05,37,78.21,67.27,67.23,hello,,
37.09,37,88.69,67.29,67.23,hello,,
37.09,37,72.43,67.29,67.23,hello,,
37.09,37,78.19,67.29,67.23,hello,,
37.09,37,78.18,67.29,67.23,hello,,
37.09,37,78.18,67.29,67.23,hello,,
37.09,37,78.17,67.29,67.23,hello,,
37.09,37,78.16,67.29,67.23,hello,,
37.09,37,78.16,67.29,67.23,hello,,
37.09,37,78.15,67.29,67.23,hello,,
37.05,37,78.14,67.27,67.23,hello,,
37.09,37,88.62,67.29,67.23,hello,,
37.09,37,72.37,67.29,67.23,hello,,
37.09,37,78.12,67.29,67.23,hello,,
37.05,37,78.12,67.27,67.23,hello,,
37.09,37,88.6,67.29,67.23,hello,,
37.05,37,72.34,67.27,67.23,hello,,
37.05,37,88.59,67.27,67.23,hello,,
37.09,37,82.82,67.29,67.23,hello,,
37.05,37,72.33,67.27,67.23,hello,,
37.09,37,88.57,67.29,67.23,hello,,
37.09,37,72.31,67.29,67.23,hello,,
37.05,37,78.07,67.27,67.23,hello,,
37.05,37,88.55,67.27,67.23,hello,,
37.05,37,82.78,67.27,67.23,hello,,
37.05,37,82.78,67.27,67.23,hello,,
37.05,37,82.78,67.27,67.23,hello,,
37.05,37,82.77,67.27,67.23,hello,,
37.05,37,82.77,67.27,67.23,hello,,
37.05,37,82.76,67.27,67.23,hello,,
37.05,37,82.76,67.27,67.23,hello,,
37.05,37,82.76,67.27,67.23,hello,,
37.02,37,82.75,67.24,67.23,hello,,
37.05,37,93.23,67.27,67.23,hello,,
37.05,37,76.98,67.27,67.23,hello,,
37.05,37,82.74,67.27,67.23,hello,,
37.02,37,82.74,67.24,67.23,hello,,
37.02,37,93.22,67.24,67.23,hello,,
37.02,37,87.45,67.24,67.23,hello,,
37.05,37,87.45,67.27,67.23,hello,,
37.02,37,76.96,67.24,67.23,hello,,
37.02,37,93.21,67.24,67.23,hello,,
37.02,37,87.44,67.24,67.23,hello,,
37.05,37,87.44,67.27,67.23,hello,,
37.02,37,76.95,67.24,67.23,hello,,
37.02,37,93.2,67.24,67.23,hello,,
36.99,37,87.43,67.22,67.23,hello,,
37.02,37,97.92,67.24,67.23,hello,,
37.02,37,81.67,67.24,67.23,hello,,
37.02,37,87.43,67.24,67.23,hello,,
36.99,37,87.43,67.22,67.23,hello,,
36.99,37,97.91,67.22,67.23,hello,,
36.99,37,92.15,67.22,67.23,hello,,
36.99,37,92.15,67.22,67.23,hello,,
36.95,37,92.15,67.19,67.23,hello,,
36.99,37,102.67,67.22,67.23,hello,,
36.99,37,86.37,67.22,67.23,hello,,
36.99,37,92.16,67.22,67.23,hello,,
36.95,37,92.16,67.19,67.23,hello,,
36.99,37,102.68,67.22,67.23,hello,,
36.99,37,86.38,67.22,67.23,hello,,
36.99,37,92.17,67.22,67.23,hello,,
36.95,37,92.17,67.19,67.23,hello,,
36.95,37,102.69,67.19,67.23,hello,,
36.95,37,96.91,67.19,67.23,hello,,
36.95,37,96.91,67.19,67.23,hello,,
36.95,37,96.91,67.19,67.23,hello,,
36.92,37,96.92,67.16,67.23,hello,,
36.92,37,107.41,67.16,67.23,hello,,
36.95,37,101.65,67.19,67.23,hello,,
36.92,37,91.17,67.16,67.23,hello,,
36.92,37,107.42,67.16,67.23,hello,,
36.92,37,101.66,67.16,67.23,hello,,
36.95,37,101.67,67.19,67.23,hello,,
36.92,37,91.19,67.16,67.23,hello,,
36.92,37,107.45,67.16,67.23,hello,,
36.92,37,101.69,67.16,67.23,hello,,
36.88,37,101.69,67.14,67.23,hello,,
36.88,37,112.18,67.14,67.23,hello,,
36.88,37,106.43,67.14,67.23,hello,,
36.92,37,106.44,67.16,67.23,hello,,
36.85,37,95.96,67.11,67.23,hello,,
36.88,37,122.73,67.14,67.23,hello,,
36.88,37,100.68,67.14,67.23,hello,,
36.88,37,106.47,67.14,67.23,hello,,
36.88,37,106.48,67.14,67.23,hello,,
36.85,37,106.49,67.11,67.23,hello,,
36.88,37,117.02,67.14,67.23,hello,,
36.88,37,100.73,67.14,67.23,hello,,
36.85,37,106.52,67.11,67.23,hello,,
36.88,37,117.05,67.14,67.23,hello,,
36.88,37,100.76,67.14,67.23,hello,,
36.85,37,106.55,67.11,67.23,hello,,
36.85,37,117.07,67.11,67.23,hello,,
36.82,37,111.3,67.09,67.23,hello,,
36.82,37,121.8,67.09,67.23,hello,,
36.85,37,116.05,67.11,67.23,hello,,
36.82,37,105.58,67.09,67.23,hello,,
36.85,37,121.84,67.11,67.23,hello,,
36.85,37,105.6,67.11,67.23,hello,,
36.82,37,111.38,67.09,67.23,hello,,
36.78,37,121.88,67.06,67.23,hello,,
36.78,37,126.61,67.06,67.23,hello,,
36.82,37,120.86,67.09,67.23,hello,,
36.78,37,110.4,67.06,67.23,hello,,
36.78,37,126.66,67.06,67.23,hello,,
36.82,37,120.91,67.09,67.23,hello,,
36.78,37,110.44,67.06,67.23,hello,,
36.78,37,126.71,67.06,67.23,hello,,
36.82,37,120.96,67.09,67.23,hello,,
36.75,37,110.49,67.03,67.23,hello,,
36.78,37,137.27,67.06,67.23,hello,,
36.75,37,115.23,67.03,67.23,hello,,
36.75,37,131.54,67.03,67.23,hello,,
36.75,37,125.78,67.03,67.23,hello,,
36.75,37,125.8,67.03,67.23,hello,,
36.75,37,125.82,67.03,67.23,hello,,
36.75,37,125.84,67.03,67.23,hello,,
36.75,37,125.86,67.03,67.23,hello,,
36.75,37,125.88,67.03,67.23,hello,,
36.75,37,125.9,67.03,67.23,hello,,
36.75,37,125.92,67.03,67.23,hello,,
36.75,37,125.94,67.03,67.23,hello,,
36.71,37,125.96,67.01,67.23,hello,,
36.75,37,136.46,67.03,67.23,hello,,
36.71,37,120.23,67.01,67.23,hello,,
36.71,37,136.5,67.01,67.23,hello,,
36.75,37,130.76,67.03,67.23,hello,,
36.71,37,120.3,67.01,67.23,hello,,
36.71,37,136.57,67.01,67.23,hello,,
36.71,37,130.82,67.01,67.23,hello,,
36.71,37,130.84,67.01,67.23,hello,,
36.71,37,130.87,67.01,67.23,hello,,
36.71,37,130.89,67.01,67.23,hello,,
36.71,37,130.91,67.01,67.23,hello,,
36.71,37,130.93,67.01,67.23,hello,,
36.71,37,130.95,67.01,67.23,hello,,
36.71,37,130.98,67.01,67.23,hello,,
36.71,37,131,67.01,67.23,hello,,
36.71,37,131.02,67.01,67.23,hello,,
36.71,37,131.04,67.01,67.23,hello,,
36.75,37,131.06,67.03,67.23,hello,,
36.75,37,120.6,67.03,67.23,hello,,
36.71,37,126.39,67.01,67.23,hello,,
36.75,37,136.89,67.03,67.23,hello,,
36.71,37,120.66,67.01,67.23,hello,,
36.75,37,136.93,67.03,67.23,hello,,
36.75,37,120.7,67.03,67.23,hello,,
36.75,37,126.49,67.03,67.23,hello,,
36.78,37,126.51,67.06,67.23,hello,,
36.75,37,116.01,67.03,67.23,hello,,
36.78,37,132.33,67.06,67.23,hello,,
36.78,37,116.05,67.06,67.23,hello,,
36.78,37,121.85,67.06,67.23,hello,,
36.82,37,121.86,67.09,67.23,hello,,
36.82,37,111.4,67.09,67.23,hello,,
36.85,37,117.18,67.11,67.23,hello,,
36.85,37,106.7,67.11,67.23,hello,,
36.82,37,112.48,67.09,67.23,hello,,
36.88,37,122.98,67.14,67.23,hello,,
36.85,37,96.22,67.11,67.23,hello,,
36.85,37,118.3,67.11,67.23,hello,,
36.85,37,112.53,67.11,67.23,hello,,
36.85,37,112.54,67.11,67.23,hello,,
36.88,37,112.55,67.14,67.23,hello,,
36.88,37,102.05,67.14,67.23,hello,,
36.88,37,107.84,67.14,67.23,hello,,
36.88,37,107.85,67.14,67.23,hello,,
36.88,37,107.86,67.14,67.23,hello,,
36.88,37,107.86,67.14,67.23,hello,,
36.92,37,107.87,67.16,67.23,hello,,
36.92,37,97.4,67.16,67.23,hello,,
36.92,37,103.17,67.16,67.23,hello,,
36.92,37,103.17,67.16,67.23,hello,,
36.95,37,103.18,67.19,67.23,hello,,
36.95,37,92.7,67.19,67.23,hello,,
36.92,37,98.47,67.16,67.23,hello,,
36.95,37,108.96,67.19,67.23,hello,,
36.99,37,92.72,67.22,67.23,hello,,
36.99,37,87.97,67.22,67.23,hello,,
36.99,37,93.75,67.22,67.23,hello,,
36.99,37,93.75,67.22,67.23,hello,,
36.99,37,93.75,67.22,67.23,hello,,
36.99,37,93.75,67.22,67.23,hello,,
36.99,37,93.76,67.22,67.23,hello,,
36.99,37,93.76,67.22,67.23,hello,,
36.99,37,93.76,67.22,67.23,hello,,
36.99,37,93.76,67.22,67.23,hello,,
36.99,37,93.76,67.22,67.23,hello,,
37.02,37,93.76,67.24,67.23,hello,,
37.02,37,83.28,67.24,67.23,hello,,
37.02,37,89.04,67.24,67.23,hello,,
37.05,37,89.04,67.27,67.23,hello,,
36.99,37,78.55,67.22,67.23,hello,,
37.05,37,105.29,67.27,67.23,hello,,
37.02,37,72.78,67.24,67.23,hello,,
37.02,37,94.8,67.24,67.23,hello,,
37.02,37,89.03,67.24,67.23,hello,,
37.05,37,89.03,67.27,67.23,hello,,
37.02,37,78.54,67.24,67.23,hello,,
37.02,37,94.79,67.24,67.23,hello,,
37.02,37,89.02,67.24,67.23,hello,,
37.02,37,89.02,67.24,67.23,hello,,
37.02,37,89.02,67.24,67.23,hello,,
37.02,37,89.02,67.24,67.23,hello,,
37.05,37,89.01,67.27,67.23,hello,,
37.02,37,78.53,67.24,67.23,hello,,
37.02,37,94.77,67.24,67.23,hello,,
37.02,37,89.01,67.24,67.23,hello,,
37.02,37,89.01,67.24,67.23,hello,,
37.02,37,89,67.24,67.23,hello,,
37.02,37,89,67.24,67.23,hello,,
37.02,37,89,67.24,67.23,hello,,
37.02,37,89,67.24,67.23,hello,,
37.05,37,89,67.27,67.23,hello,,
37.02,37,78.51,67.24,67.23,hello,,
37.05,37,94.76,67.27,67.23,hello,,
37.02,37,78.5,67.24,67.23,hello,,
37.02,37,94.75,67.24,67.23,hello,,
37.05,37,88.98,67.27,67.23,hello,,
37.02,37,78.5,67.24,67.23,hello,,
37.02,37,94.75,67.24,67.23,hello,,
37.02,37,88.98,67.24,67.23,hello,,
37.05,37,88.98,67.27,67.23,hello,,
37.02,37,78.49,67.24,67.23,hello,,
36.99,37,94.74,67.22,67.23,hello,,
37.02,37,99.45,67.24,67.23,hello,,
37.02,37,83.2,67.24,67.23,hello,,
37.02,37,88.97,67.24,67.23,hello,,
37.02,37,88.97,67.24,67.23,hello,,
37.02,37,88.97,67.24,67.23,hello,,
37.02,37,88.96,67.24,67.23,hello,,
36.99,37,88.96,67.22,67.23,hello,,
37.02,37,99.45,67.24,67.23,hello,,
37.02,37,83.2,67.24,67.23,hello,,
36.99,37,88.96,67.22,67.23,hello,,
37.02,37,99.44,67.24,67.23,hello,,
36.99,37,83.19,67.22,67.23,hello,,
36.99,37,99.44,67.22,67.23,hello,,
36.99,37,93.68,67.22,67.23,hello,,
36.99,37,93.68,67.22,67.23,hello,,
37.02,37,93.68,67.24,67.23,hello,,
36.99,37,83.2,67.22,67.23,hello,,
36.99,37,99.45,67.22,67.23,hello,,
36.99,37,93.68,67.22,67.23,hello,,
36.99,37,93.68,67.22,67.23,hello,,
36.99,37,93.68,67.22,67.23,hello,,
36.95,37,93.69,67.19,67.23,hello,,
36.99,37,104.2,67.22,67.23,hello,,
36.95,37,87.91,67.19,67.23,hello,,
36.95,37,104.21,67.19,67.23,hello,,
36.95,37,98.43,67.19,67.23,hello,,
36.99,37,98.43,67.22,67.23,hello,,
36.95,37,87.92,67.19,67.23,hello,,
36.95,37,104.22,67.19,67.23,hello,,
36.95,37,98.44,67.19,67.23,hello,,
36.95,37,98.45,67.19,67.23,hello,,
36.95,37,98.45,67.19,67.23,hello,,
36.92,37,98.45,67.16,67.23,hello,,
36.95,37,108.94,67.19,67.23,hello,,
36.92,37,92.7,67.16,67.23,hello,,
36.92,37,108.95,67.16,67.23,hello,,
36.92,37,103.19,67.16,67.23,hello,,
36.92,37,103.2,67.16,67.23,hello,,
36.92,37,103.21,67.16,67.23,hello,,
36.88,37,103.21,67.14,67.23,hello,,
36.88,37,113.7,67.14,67.23,hello,,
36.92,37,107.95,67.16,67.23,hello,,
