#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
29.36,30.00,125.20,61.32,61.82,hello
29.36,30.00,125.24,61.32,61.82,hello
29.36,30.00,125.27,61.32,61.82,hello
29.36,30.00,125.31,61.32,61.82,hello
29.36,30.00,125.35,61.32,61.82,hello
29.36,30.00,125.39,61.32,61.82,hello
29.36,30.00,125.42,61.32,61.82,hello
29.36,30.00,125.46,61.32,61.82,hello
29.36,30.00,125.50,61.32,61.82,hello
29.36,30.00,125.53,61.32,61.82,hello
29.36,30.00,125.57,61.32,61.82,hello
29.36,30.00,125.61,61.32,61.82,hello
29.36,30.00,125.65,61.32,61.82,hello
29.36,30.00,125.68,61.32,61.82,hello
29.36,30.00,125.72,61.32,61.82,hello
29.36,30.00,125.76,61.32,61.82,hello
29.36,30.00,125.80,61.32,61.82,hello
29.36,30.00,125.83,61.32,61.82,hello
29.36,30.00,125.87,61.32,61.82,hello
29.36,30.00,125.91,61.32,61.82,hello
29.36,30.00,125.95,61.32,61.82,hello
29.36,30.00,125.98,61.32,61.82,hello
29.36,30.00,126.02,61.32,61.82,hello
29.36,30.00,126.06,61.32,61.82,hello
29.36,30.00,126.09,61.32,61.82,hello
29.36,30.00,126.13,61.32,61.82,hello
29.36,30.00,126.17,61.32,61.82,hello
29.39,30.00,126.21,61.35,61.82,hello
29.39,30.00,119.70,61.35,61.82,hello
29.39,30.00,119.74,61.35,61.82,hello
29.36,30.00,119.78,61.32,61.82,hello
29.36,30.00,126.35,61.32,61.82,hello
29.36,30.00,126.39,61.32,61.82,hello
29.36,30.00,126.42,61.32,61.82,hello
29.39,30.00,126.46,61.35,61.82,hello
29.36,30.00,119.96,61.32,61.82,hello
29.39,30.00,126.53,61.35,61.82,hello
29.36,30.00,120.03,61.32,61.82,hello
29.36,30.00,126.61,61.32,61.82,hello
29.39,30.00,126.64,61.35,61.82,hello
29.36,30.00,120.14,61.32,61.82,hello
29.36,30.00,126.72,61.32,61.82,hello
29.39,30.00,126.75,61.35,61.82,hello
29.36,30.00,120.25,61.32,61.82,hello
29.39,30.00,126.83,61.35,61.82,hello
29.39,30.00,120.32,61.35,61.82,hello
29.39,30.00,120.36,61.35,61.82,hello
29.39,30.00,120.40,61.35,61.82,hello
29.36,30.00,120.43,61.32,61.82,hello
29.36,30.00,127.01,61.32,61.82,hello
29.39,30.00,127.04,61.35,61.82,hello
29.39,30.00,120.54,61.35,61.82,hello
29.39,30.00,120.58,61.35,61.82,hello
29.39,30.00,120.61,61.35,61.82,hello
29.36,30.00,120.65,61.32,61.82,hello
29.39,30.00,127.22,61.35,61.82,hello
29.39,30.00,120.72,61.35,61.82,hello
29.39,30.00,120.75,61.35,61.82,hello
29.36,30.00,120.79,61.32,61.82,hello
29.39,30.00,127.36,61.35,61.82,hello
29.39,30.00,120.86,61.35,61.82,hello
29.39,30.00,120.90,61.35,61.82,hello
29.39,30.00,120.93,61.35,61.82,hello
29.36,30.00,120.97,61.32,61.82,hello
29.39,30.00,127.54,61.35,61.82,hello
29.39,30.00,121.04,61.35,61.82,hello
29.39,30.00,121.08,61.35,61.82,hello
29.39,30.00,121.11,61.35,61.82,hello
29.39,30.00,121.15,61.35,61.82,hello
29.39,30.00,121.18,61.35,61.82,hello
29.39,30.00,121.22,61.35,61.82,hello
29.39,30.00,121.25,61.35,61.82,hello
29.39,30.00,121.29,61.35,61.82,hello
29.39,30.00,121.32,61.35,61.82,hello
29.36,30.00,121.36,61.32,61.82,hello
29.36,30.00,127.93,61.32,61.82,hello
29.39,30.00,127.97,61.35,61.82,hello
29.39,30.00,121.47,61.35,61.82,hello
29.36,30.00,121.50,61.32,61.82,hello
29.39,30.00,128.08,61.35,61.82,hello
29.39,30.00,121.58,61.35,61.82,hello
29.39,30.00,121.61,61.35,61.82,hello
29.39,30.00,121.65,61.35,61.82,hello
29.39,30.00,121.68,61.35,61.82,hello
29.39,30.00,121.72,61.35,61.82,hello
29.36,30.00,121.75,61.32,61.82,hello
29.39,30.00,128.33,61.35,61.82,hello
29.39,30.00,121.83,61.35,61.82,hello
29.39,30.00,121.86,61.35,61.82,hel
29.39,30.00,121.90,61.35,61.82,hello
29.39,30.00,121.93,61.35,61.82,hello
29.39,30.00,121.97,61.35,61.82,hello
29.39,30.00,122.00,61.35,61.82,hello
29.39,30.00,122.04,61.35,61.82,hello
29.42,30.00,122.07,61.37,61.82,hello
29.39,30.00,115.57,61.35,61.82,hello
29.39,30.00,122.14,61.35,61.82,hello
29.39,30.00,122.18,61.35,61.82,hello
29.39,30.00,122.21,61.35,61.82,helo29.39,30.00,122.25,61.35,61.82,hello
29.39,30.00,122.28,61.35,61.82,hello
29.36,30.00,122.32,61.32,61.82,hello
29.39,30.00,128.89,61.35,61.82,hello
29.39,30.00,122.39,61.35,61.82,hello
29.39,30.00,122.43,61.35,61.82,hello
29.39,30.00,122.46,61.35,61.82,hello
29.39,30.00,122.50,61.35,61.82,hello
29.39,30.00,122.53,61.35,61.82,hello
