#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
35.59,37.00,199.42,66.14,67.23
35.59,37.00,203.46,66.14,67.23
35.63,37.00,203.56,66.17,67.23
35.59,37.00,194.87,66.14,67.23
35.63,37.00,207.72,66.17,67.23
35.66,37.00,195.08,66.19,67.23
35.63,37.00,190.35,66.17,67.23
35.66,37.00,203.16,66.19,67.23
35.66,37.00,190.56,66.19,67.23
35.70,37.00,194.59,66.22,67.23
35.70,37.00,185.92,66.22,67.23
35.73,37.00,189.95,66.25,67.23
35.73,37.00,181.24,66.25,67.23
35.73,37.00,185.28,66.25,67.23
35.76,37.00,185.38,66.27,67.23
35.76,37.00,176.70,66.27,67.23
35.80,37.00,180.73,66.30,67.23
35.83,37.00,172.04,66.32,67.23
35.83,37.00,167.26,66.32,67.23
35.83,37.00,171.29,66.32,67.23
35.83,37.00,171.38,66.32,67.23
35.87,37.00,171.47,66.35,67.23
35.87,37.00,162.78,66.35,67.23
35.90,37.00,166.80,66.38,67.23
35.93,37.00,158.11,66.40,67.23
35.93,37.00,153.34,66.40,67.23
35.93,37.00,157.36,66.40,67.23
36.00,37.00,157.44,66.46,67.23
36.00,37.00,139.93,66.46,67.23
36.04,37.00,147.88,66.48,67.23
36.04,37.00,139.18,66.48,67.23
36.07,37.00,143.19,66.51,67.23
36.07,37.00,134.48,66.51,67.23
36.10,37.00,138.48,66.53,67.23
36.10,37.00,129.75,66.53,67.23
36.17,37.00,133.76,66.59,67.23
36.21,37.00,116.27,66.61,67.23
36.21,37.00,115.39,66.61,67.23
36.21,37.00,119.39,66.61,67.23
36.24,37.00,119.45,66.64,67.23
36.27,37.00,110.73,66.67,67.23
36.27,37.00,105.94,66.67,67.23
36.31,37.00,109.93,66.69,67.23
36.34,37.00,101.18,66.72,67.23
36.34,37.00,96.39,66.72,67.23
36.34,37.00,100.37,66.72,67.23
36.37,37.00,100.42,66.74,67.23
36.41,37.00,91.69,66.77,67.23
36.41,37.00,86.87,66.77,67.23
36.44,37.00,90.85,66.80,67.23
36.44,37.00,82.12,66.80,67.23
36.48,37.00,86.09,66.82,67.23
36.54,37.00,77.35,66.88,67.23
36.51,37.00,63.76,66.85,67.23
36.54,37.00,80.44,66.88,67.23
36.54,37.00,67.77,66.88,67.23
36.58,37.00,71.73,66.90,67.23
36.58,37.00,62.96,66.90,67.23
36.61,37.00,66.93,66.93,67.23
36.61,37.00,58.19,66.93,67.23
36.65,37.00,62.15,66.95,67.23
36.65,37.00,53.39,66.95,67.23
36.65,37.00,57.35,66.95,67.23
36.68,37.00,57.38,66.98,67.23
36.68,37.00,48.60,66.98,67.23
36.71,37.00,52.57,67.01,67.23
36.71,37.00,43.81,67.01,67.23
36.71,37.00,47.76,67.01,67.23
36.75,37.00,47.78,67.03,67.23
36.75,37.00,39.03,67.03,67.23
36.75,37.00,42.98,67.03,67.23
36.78,37.00,43.00,67.06,67.23
36.78,37.00,34.21,67.06,67.23
36.82,37.00,38.17,67.09,67.23
36.78,37.00,29.40,67.06,67.23
36.78,37.00,42.13,67.06,67.23
36.78,37.00,38.21,67.06,67.23
36.82,37.00,38.23,67.09,67.23
36.82,37.00,29.47,67.09,67.23
36.85,37.00,33.41,67.11,67.23
36.85,37.00,24.64,67.11,67.23
36.85,37.00,28.59,67.11,67.23
36.85,37.00,28.60,67.11,67.23
36.85,37.00,28.61,67.11,67.23
36.85,37.00,28.62,67.11,67.23
36.88,37.00,28.63,67.14,67.23
36.85,37.00,19.84,67.11,67.23
36.88,37.00,32.59,67.14,67.23
36.88,37.00,19.86,67.14,67.23
36.88,37.00,23.81,67.14,67.23
36.88,37.00,23.82,67.14,67.23
36.85,37.00,23.83,67.11,67.23
36.92,37.00,32.64,67.16,67.23
36.88,37.00,11.12,67.14,67.23
36.88,37.00,27.78,67.14,67.23
36.92,37.00,23.86,67.16,67.23
36.88,37.00,15.09,67.14,67.23
36.88,37.00,27.81,67.14,67.23
36.88,37.00,23.89,67.14,67.23
36.92,37.00,23.89,67.16,67.23
36.88,37.00,15.12,67.14,67.23
36.88,37.00,27.84,67.14,67.23
36.92,37.00,23.92,67.16,67.23
36.88,37.00,15.15,67.14,67.23
36.88,37.00,27.87,67.14,67.23
36.92,37.00,23.94,67.16,67.23
36.88,37.00,15.17,67.14,67.23
36.92,37.00,27.89,67.16,67.23
36.92,37.00,15.18,67.16,67.23
36.92,37.00,19.12,67.16,67.23
36.92,37.00,19.13,67.16,67.23
36.92,37.00,19.14,67.16,67.23
36.92,37.00,19.14,67.16,67.23
36.92,37.00,19.15,67.16,67.23
36.92,37.00,19.15,67.16,67.23
36.92,37.00,19.16,67.16,67.23
36.92,37.00,19.17,67.16,67.23
36.92,37.00,19.17,67.16,67.23
36.92,37.00,19.18,67.16,67.23
36.92,37.00,19.19,67.16,67.23
36.88,37.00,19.19,67.14,67.23
36.88,37.00,27.98,67.14,67.23
36.88,37.00,24.06,67.14,67.23
36.88,37.00,24.07,67.14,67.23
36.88,37.00,24.08,67.14,67.23
36.88,37.00,24.09,67.14,67.23
36.85,37.00,24.09,67.11,67.23
36.88,37.00,32.91,67.14,67.23
36.88,37.00,20.17,67.14,67.23
36.88,37.00,24.12,67.14,67.23
36.88,37.00,24.13,67.14,67.23
36.88,37.00,24.14,67.14,67.23
36.85,37.00,24.15,67.11,67.23
36.85,37.00,32.97,67.11,67.23
36.88,37.00,29.04,67.14,67.23
36.88,37.00,20.24,67.14,67.23
36.85,37.00,24.19,67.11,67.23
36.85,37.00,33.01,67.11,67.23
36.88,37.00,29.08,67.14,67.23
36.85,37.00,20.28,67.11,67.23
36.82,37.00,33.04,67.09,67.23
36.85,37.00,37.89,67.11,67.23
36.85,37.00,25.19,67.11,67.23
36.85,37.00,29.14,67.11,67.23
36.85,37.00,29.15,67.11,67.23
36.82,37.00,29.16,67.09,67.23
36.85,37.00,37.95,67.11,67.23
36.82,37.00,25.25,67.09,67.23
36.82,37.00,37.98,67.09,67.23
