#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
34.75,37.00,255.00,65.49,67.23
34.75,37.00,255.00,65.49,67.23
34.81,37.00,255.00,65.54,67.23
34.81,37.00,255.00,65.54,67.23
34.81,37.00,255.00,65.54,67.23
34.85,37.00,255.00,65.56,67.23
34.88,37.00,255.00,65.59,67.23
34.88,37.00,255.00,65.59,67.23
34.88,37.00,255.00,65.59,67.23
34.92,37.00,255.00,65.62,67.23
34.95,37.00,255.00,65.64,67.23
34.98,37.00,255.00,65.67,67.23
34.98,37.00,255.00,65.67,67.23
35.02,37.00,255.00,65.70,67.23
35.05,37.00,255.00,65.72,67.23
35.05,37.00,255.00,65.72,67.23
35.09,37.00,255.00,65.75,67.23
35.09,37.00,255.00,65.75,67.23
35.12,37.00,255.00,65.77,67.23
35.12,37.00,255.00,65.77,67.23
35.19,37.00,255.00,65.83,67.23
35.22,37.00,255.00,65.85,67.23
35.22,37.00,255.00,65.85,67.23
35.25,37.00,255.00,65.88,67.23
35.25,37.00,255.00,65.88,67.23
35.29,37.00,255.00,65.91,67.23
35.32,37.00,255.00,65.93,67.23
35.36,37.00,255.00,65.96,67.23
35.39,37.00,252.58,65.98,67.23
35.39,37.00,247.76,65.98,67.23
35.39,37.00,251.83,65.98,67.23
35.46,37.00,251.98,66.04,67.23
35.46,37.00,234.29,66.04,67.23
35.49,37.00,242.30,66.06,67.23
35.53,37.00,233.53,66.09,67.23
35.56,37.00,228.66,66.11,67.23
35.56,37.00,223.83,66.11,67.23
35.59,37.00,227.90,66.14,67.23
35.66,37.00,219.12,66.19,67.23
35.66,37.00,205.33,66.19,67.23
35.70,37.00,213.33,66.22,67.23
35.70,37.00,204.54,66.22,67.23
35.73,37.00,208.59,66.25,67.23
35.76,37.00,199.77,66.27,67.23
35.80,37.00,194.92,66.30,67.23
35.83,37.00,190.06,66.32,67.23
35.83,37.00,185.16,66.32,67.23
35.83,37.00,189.21,66.32,67.23
35.90,37.00,189.32,66.38,67.23
35.90,37.00,171.60,66.38,67.23
35.93,37.00,179.57,66.40,67.23
35.97,37.00,170.76,66.43,67.23
36.00,37.00,165.88,66.46,67.23
36.04,37.00,160.96,66.48,67.23
36.07,37.00,156.09,66.51,67.23
36.10,37.00,151.19,66.53,67.23
36.14,37.00,146.27,66.56,67.23
36.14,37.00,141.38,66.56,67.23
36.17,37.00,145.40,66.59,67.23
36.21,37.00,136.56,66.61,67.23
36.24,37.00,131.63,66.64,67.23
36.24,37.00,126.74,66.64,67.23
36.27,37.00,130.74,66.67,67.23
36.31,37.00,121.90,66.69,67.23
36.34,37.00,116.95,66.72,67.23
36.37,37.00,112.05,66.74,67.23
36.37,37.00,107.13,66.74,67.23
36.41,37.00,111.12,66.77,67.23
36.41,37.00,102.23,66.77,67.23
36.48,37.00,106.23,66.82,67.23
36.48,37.00,88.46,66.82,67.23
36.51,37.00,96.37,66.85,67.23
36.51,37.00,87.51,66.85,67.23
36.54,37.00,91.48,66.88,67.23
36.58,37.00,82.62,66.90,67.23
36.61,37.00,77.65,66.93,67.23
36.61,37.00,72.72,66.93,67.23
36.65,37.00,76.68,66.95,67.23
36.68,37.00,67.81,66.98,67.23
36.68,37.00,62.83,66.98,67.23
36.71,37.00,66.80,67.01,67.23
36.71,37.00,57.92,67.01,67.23
36.75,37.00,61.88,67.03,67.23
36.78,37.00,52.99,67.06,67.23
36.78,37.00,48.00,67.06,67.23
36.82,37.00,51.97,67.09,67.23
36.82,37.00,43.07,67.09,67.23
36.85,37.00,47.02,67.11,67.23
36.85,37.00,38.13,67.11,67.23
36.88,37.00,42.07,67.14,67.23
36.88,37.00,33.14,67.14,67.23
36.88,37.00,37.10,67.14,67.23
36.88,37.00,37.11,67.14,67.23
36.95,37.00,37.12,67.19,67.23
36.92,37.00,19.30,67.16,67.23
36.95,37.00,36.08,67.19,67.23
36.95,37.00,23.25,67.19,67.23
36.99,37.00,27.18,67.22,67.23
36.95,37.00,18.24,67.19,67.23
36.95,37.00,31.13,67.19,67.23
36.99,37.00,27.19,67.22,67.23
36.99,37.00,18.25,67.22,67.23
37.02,37.00,22.20,67.24,67.23
37.02,37.00,13.29,67.24,67.23
37.02,37.00,17.22,67.24,67.23
37.05,37.00,17.21,67.27,67.23
37.02,37.00,8.30,67.24,67.23
37.05,37.00,21.14,67.27,67.23
37.02,37.00,8.29,67.24,67.23
37.09,37.00,21.13,67.29,67.23
37.09,37.00,0.00,67.29,67.23
37.09,37.00,7.22,67.29,67.23
37.09,37.00,7.22,67.29,67.23
37.09,37.00,7.21,67.29,67.23
37.09,37.00,7.20,67.29,67.23
37.09,37.00,7.19,67.29,67.23
37.09,37.00,7.18,67.29,67.23
37.09,37.00,7.18,67.29,67.23
37.12,37.00,7.17,67.32,67.23
37.12,37.00,0.00,67.32,67.23
37.12,37.00,2.15,67.32,67.23
37.12,37.00,2.14,67.32,67.23
37.12,37.00,2.13,67.32,67.23
37.12,37.00,2.12,67.32,67.23
37.12,37.00,2.11,67.32,67.23
37.12,37.00,2.09,67.32,67.23
37.12,37.00,2.08,67.32,67.23
37.12,37.00,2.07,67.32,67.23
37.12,37.00,2.06,67.32,67.23
37.12,37.00,2.05,67.32,67.23
37.12,37.00,2.04,67.32,67.23
37.12,37.00,2.03,67.32,67.23
37.12,37.00,2.02,67.32,67.23
37.12,37.00,2.00,67.32,67.23
37.12,37.00,1.99,67.32,67.23
37.16,37.00,1.98,67.35,67.23
37.12,37.00,0.00,67.32,67.23
37.12,37.00,5.89,67.32,67.23
37.16,37.00,1.94,67.35,67.23
37.12,37.00,0.00,67.32,67.23
37.16,37.00,5.85,67.35,67.23
37.09,37.00,0.00,67.29,67.23
37.12,37.00,14.77,67.32,67.23
37.16,37.00,0.00,67.35,67.23
37.12,37.00,0.00,67.32,67.23
37.12,37.00,5.79,67.32,67.23
37.12,37.00,1.85,67.32,67.23
37.16,37.00,1.84,67.35,67.23
37.16,37.00,0.00,67.35,67.23
37.16,37.00,0.00,67.35,67.23
37.12,37.00,0.00,67.32,67.23
37.12,37.00,5.71,67.32,67.23
37.12,37.00,1.77,67.32,67.23
37.12,37.00,1.76,67.32,67.23
37.12,37.00,1.75,67.32,67.23
37.12,37.00,1.74,67.32,67.23
37.12,37.00,1.73,67.32,67.23
37.12,37.00,1.71,67.32,67.23
37.12,37.00,1.70,67.32,67.23
37.09,37.00,1.69,67.29,67.23
37.12,37.00,10.62,67.32,67.23
37.09,37.00,0.00,67.29,67.23
37.09,37.00,10.60,67.29,67.23
37.09,37.00,6.65,67.29,67.23
37.05,37.00,6.64,67.27,67.23
37.09,37.00,15.55,67.29,67.23
37.09,37.00,2.70,67.29,67.23
37.05,37.00,6.62,67.27,67.23
37.09,37.00,15.53,67.29,67.23
37.09,37.00,2.68,67.29,67.23
37.09,37.00,6.60,67.29,67.23
37.09,37.00,6.59,67.29,67.23
37.05,37.00,6.58,67.27,67.23
37.09,37.00,15.49,67.29,67.23
37.05,37.00,2.64,67.27,67.23
37.09,37.00,15.48,67.29,67.23
37.05,37.00,2.63,67.27,67.23
37.05,37.00,15.46,67.27,67.23
37.05,37.00,11.53,67.27,67.23
37.05,37.00,11.52,67.27,67.23
37.05,37.00,11.52,67.27,67.23
37.02,37.00,11.51,67.24,67.23
37.02,37.00,20.42,67.24,67.23
37.02,37.00,16.49,67.24,67.23
37.02,37.00,16.49,67.24,67.23
37.05,37.00,16.49,67.27,67.23
37.02,37.00,7.57,67.24,67.23
37.02,37.00,20.41,67.24,67.23
37.02,37.00,16.48,67.24,67.23
37.02,37.00,16.47,67.24,67.23
36.99,37.00,16.47,67.22,67.23
37.02,37.00,25.39,67.24,67.23
36.99,37.00,12.54,67.22,67.23
36.99,37.00,25.38,67.22,67.23
36.99,37.00,21.45,67.22,67.23
36.99,37.00,21.46,67.22,67.23
36.99,37.00,21.46,67.22,67.23
36.95,37.00,21.46,67.19,67.23
36.95,37.00,30.40,67.19,67.23
36.95,37.00,26.46,67.19,67.23
36.99,37.00,26.47,67.22,67.23
36.95,37.00,17.53,67.19,67.23
36.99,37.00,30.42,67.22,67.23
36.95,37.00,17.54,67.19,67.23
36.99,37.00,30.42,67.22,67.23
36.95,37.00,17.54,67.19,67.23
36.95,37.00,30.43,67.19,67.23
36.92,37.00,26.49,67.16,67.23
36.92,37.00,35.41,67.16,67.23
36.92,37.00,31.48,67.16,67.23
36.95,37.00,31.49,67.19,67.23
36.92,37.00,22.58,67.16,67.23
36.92,37.00,35.43,67.16,67.23
36.92,37.00,31.51,67.16,67.23
36.92,37.00,31.52,67.16,67.23
36.92,37.00,31.53,67.16,67.23
36.92,37.00,31.53,67.16,67.23
36.92,37.00,31.54,67.16,67.23
36.88,37.00,31.55,67.14,67.23
36.88,37.00,40.47,67.14,67.23
36.88,37.00,36.55,67.14,67.23
36.88,37.00,36.56,67.14,67.23
36.88,37.00,36.57,67.14,67.23
36.88,37.00,36.58,67.14,67.23
36.88,37.00,36.59,67.14,67.23
36.88,37.00,36.60,67.14,67.23
36.85,37.00,36.61,67.11,67.23
36.85,37.00,45.56,67.11,67.23
36.85,37.00,41.64,67.11,67.23
36.85,37.00,41.65,67.11,67.23
36.85,37.00,41.66,67.11,67.23
36.82,37.00,41.68,67.09,67.23
36.82,37.00,50.61,67.09,67.23
36.85,37.00,46.69,67.11,67.23
36.85,37.00,37.79,67.11,67.23
36.82,37.00,41.74,67.09,67.23
36.85,37.00,50.67,67.11,67.23
36.82,37.00,37.84,67.09,67.23
36.82,37.00,50.70,67.09,67.23
36.82,37.00,46.78,67.09,67.23
36.78,37.00,46.80,67.06,67.23
36.78,37.00,55.73,67.06,67.23
36.82,37.00,51.82,67.09,67.23
36.78,37.00,42.93,67.06,67.23
36.78,37.00,55.79,67.06,67.23
36.78,37.00,51.88,67.06,67.23
36.78,37.00,51.90,67.06,67.23
36.75,37.00,51.92,67.03,67.23
36.78,37.00,60.88,67.06,67.23
36.75,37.00,48.02,67.03,67.23
36.78,37.00,60.92,67.06,67.23
36.75,37.00,48.06,67.03,67.23
36.75,37.00,60.97,67.03,67.23
36.75,37.00,57.05,67.03,67.23
36.75,37.00,57.07,67.03,67.23
36.75,37.00,57.09,67.03,67.23
36.75,37.00,57.12,67.03,67.23
36.75,37.00,57.14,67.03,67.23
36.71,37.00,57.16,67.01,67.23
36.71,37.00,66.10,67.01,67.23
36.75,37.00,62.20,67.03,67.23
36.71,37.00,53.31,67.01,67.23
36.71,37.00,66.18,67.01,67.23
36.68,37.00,62.27,66.98,67.23
36.71,37.00,71.21,67.01,67.23
36.71,37.00,58.40,67.01,67.23
36.68,37.00,62.35,66.98,67.23
36.68,37.00,71.30,66.98,67.23
36.68,37.00,67.39,66.98,67.23
36.68,37.00,67.42,66.98,67.23
36.68,37.00,67.45,66.98,67.23
36.68,37.00,67.48,66.98,67.23
36.68,37.00,67.51,66.98,67.23
36.68,37.00,67.54,66.98,67.23
