Temp,Setpoint,Output,,
36.68,37,83.17,66.98,67.23
36.68,37,104.42,66.98,67.23
36.71,37,96.06,67.01,67.23
36.68,37,83.25,66.98,67.23
36.68,37,104.5,66.98,67.23
36.68,37,96.14,66.98,67.23
36.68,37,96.17,66.98,67.23
36.68,37,96.2,66.98,67.23
36.68,37,96.23,66.98,67.23
36.68,37,96.25,66.98,67.23
36.68,37,96.28,66.98,67.23
36.68,37,96.31,66.98,67.23
36.65,37,96.33,66.95,67.23
36.68,37,109.24,66.98,67.23
36.65,37,87.98,66.95,67.23
36.68,37,109.3,66.98,67.23
36.68,37,88.04,66.98,67.23
36.68,37,96.48,66.98,67.23
36.68,37,96.5,66.98,67.23
36.65,37,96.53,66.95,67.23
36.65,37,109.44,66.95,67.23
36.65,37,101.06,66.95,67.23
36.65,37,101.09,66.95,67.23
36.65,37,101.12,66.95,67.23
36.61,37,101.15,66.93,67.23
36.65,37,114.02,66.95,67.23
36.61,37,92.83,66.93,67.23
36.61,37,114.09,66.93,67.23
36.61,37,105.73,66.93,67.23
36.61,37,105.77,66.93,67.23
36.61,37,105.8,66.93,67.23
36.61,37,105.83,66.93,67.23
36.61,37,105.86,66.93,67.23
36.61,37,105.9,66.93,67.23
36.58,37,105.93,66.9,67.23
36.61,37,118.81,66.93,67.23
36.61,37,97.61,66.93,67.23
36.58,37,106.03,66.9,67.23
36.58,37,118.91,66.9,67.23
36.58,37,110.56,66.9,67.23
36.58,37,110.59,66.9,67.23
36.58,37,110.63,66.9,67.23
36.58,37,110.67,66.9,67.23
36.58,37,110.7,66.9,67.23
36.54,37,110.74,66.88,67.23
36.54,37,123.66,66.88,67.23
36.58,37,115.28,66.9,67.23
36.54,37,102.44,66.88,67.23
36.58,37,123.77,66.9,67.23
36.54,37,102.51,66.88,67.23
36.54,37,123.84,66.88,67.23
36.54,37,115.47,66.88,67.23
36.51,37,115.51,66.85,67.23
36.54,37,128.39,66.88,67.23
36.51,37,107.2,66.85,67.23
36.54,37,128.47,66.88,67.23
36.51,37,107.28,66.85,67.23
36.54,37,128.55,66.88,67.23
36.51,37,107.37,66.85,67.23
36.51,37,128.63,66.85,67.23
36.51,37,120.29,66.85,67.23
36.51,37,120.33,66.85,67.23
36.51,37,120.37,66.85,67.23
36.51,37,120.41,66.85,67.23
36.54,37,120.46,66.88,67.23
36.51,37,107.65,66.85,67.23
36.48,37,128.92,66.82,67.23
36.51,37,133.42,66.85,67.23
36.48,37,112.24,66.82,67.23
36.48,37,133.51,66.82,67.23
36.48,37,125.17,66.82,67.23
36.51,37,125.21,66.85,67.23
36.51,37,112.41,66.85,67.23
36.51,37,120.84,66.85,67.23
36.51,37,120.88,66.85,67.23
36.48,37,120.92,66.82,67.23
36.48,37,133.81,66.82,67.23
36.48,37,125.46,66.82,67.23
36.51,37,125.51,66.85,67.23
36.51,37,112.71,66.85,67.23
36.51,37,121.14,66.85,67.23
36.48,37,121.18,66.82,67.23
36.51,37,134.06,66.85,67.23
36.51,37,112.88,66.85,67.23
36.51,37,121.31,66.85,67.23
36.54,37,121.35,66.88,67.23
36.51,37,108.55,66.85,67.23
36.51,37,129.82,66.85,67.23
36.48,37,121.47,66.82,67.23
36.51,37,134.35,66.85,67.23
36.51,37,113.17,66.85,67.23
36.51,37,121.6,66.85,67.23
36.51,37,121.64,66.85,67.23
36.51,37,121.68,66.85,67.23
36.51,37,121.72,66.85,67.23
36.54,37,121.77,66.88,67.23
36.54,37,108.96,66.88,67.23
36.54,37,117.39,66.88,67.23
36.54,37,117.43,66.88,67.23
36.51,37,117.47,66.85,67.23
36.54,37,130.35,66.88,67.23
36.54,37,109.16,66.88,67.23
36.54,37,117.58,66.88,67.23
36.54,37,117.62,66.88,67.23
36.54,37,117.66,66.88,67.23
36.54,37,117.7,66.88,67.23
36.54,37,117.74,66.88,67.23
36.58,37,117.78,66.9,67.23
36.58,37,104.93,66.9,67.23
36.58,37,113.38,66.9,67.23
36.58,37,113.42,66.9,67.23
36.58,37,113.45,66.9,67.23
36.58,37,113.49,66.9,67.23
36.54,37,113.52,66.88,67.23
36.58,37,126.44,66.9,67.23
36.54,37,105.19,66.88,67.23
36.58,37,126.52,66.9,67.23
36.58,37,105.26,66.9,67.23
36.58,37,113.71,66.9,67.23
36.58,37,113.75,66.9,67.23
36.58,37,113.78,66.9,67.23
36.58,37,113.82,66.9,67.23
36.58,37,113.85,66.9,67.23
36.58,37,113.89,66.9,67.23
36.58,37,113.92,66.9,67.23
36.58,37,113.96,66.9,67.23
36.58,37,114,66.9,67.23
36.58,37,114.03,66.9,67.23
36.58,37,114.07,66.9,67.23
36.54,37,114.1,66.88,67.23
36.58,37,127.02,66.9,67.23
36.61,37,105.77,66.93,67.23
36.54,37,101.37,66.88,67.23
36.54,37,135.51,66.88,67.23
36.58,37,118.76,66.9,67.23
36.58,37,105.91,66.9,67.23
36.58,37,114.36,66.9,67.23
36.58,37,114.4,66.9,67.23
36.58,37,114.43,66.9,67.23
36.58,37,114.47,66.9,67.23
36.58,37,114.5,66.9,67.23
36.54,37,114.54,66.88,67.23
36.61,37,127.46,66.93,67.23
36.58,37,93.36,66.9,67.23
36.54,37,123.03,66.88,67.23
36.54,37,127.56,66.88,67.23
36.58,37,119.19,66.9,67.23
36.54,37,106.35,66.88,67.23
36.54,37,127.68,66.88,67.23
36.58,37,119.31,66.9,67.23
36.54,37,106.46,66.88,67.23
36.54,37,127.79,66.88,67.23
36.54,37,119.42,66.88,67.23
36.54,37,119.46,66.88,67.23
36.54,37,119.5,66.88,67.23
36.54,37,119.54,66.88,67.23
36.58,37,119.57,66.9,67.23
36.54,37,106.73,66.88,67.23
36.54,37,128.06,66.88,67.23
36.54,37,119.69,66.88,67.23
36.54,37,119.73,66.88,67.23
36.54,37,119.76,66.88,67.23
36.54,37,119.8,66.88,67.23
36.54,37,119.84,66.88,67.23
36.54,37,119.88,66.88,67.23
36.51,37,119.92,66.85,67.23
36.51,37,132.8,66.85,67.23
36.51,37,124.46,66.85,67.23
36.51,37,124.5,66.85,67.23
36.51,37,124.54,66.85,67.23
36.51,37,124.58,66.85,67.23
36.54,37,124.62,66.88,67.23
36.51,37,111.82,66.85,67.23
36.51,37,133.09,66.85,67.23
36.51,37,124.75,66.85,67.23
36.51,37,124.79,66.85,67.23
36.51,37,124.83,66.85,67.23
36.51,37,124.87,66.85,67.23
36.51,37,124.91,66.85,67.23
36.51,37,124.95,66.85,67.23
36.51,37,125,66.85,67.23
36.51,37,125.04,66.85,67.23
36.51,37,125.08,66.85,67.23
36.51,37,125.12,66.85,67.23
36.51,37,125.16,66.85,67.23
36.48,37,125.2,66.82,67.23
36.48,37,138.09,66.82,67.23
36.48,37,129.75,66.82,67.23
36.48,37,129.79,66.82,67.23
36.48,37,129.84,66.82,67.23
36.51,37,129.88,66.85,67.23
36.51,37,117.08,66.85,67.23
36.48,37,125.51,66.82,67.23
36.48,37,138.39,66.82,67.23
36.51,37,130.05,66.85,67.23
36.51,37,117.26,66.85,67.23
36.51,37,125.68,66.85,67.23
36.51,37,125.72,66.85,67.23
36.48,37,125.76,66.82,67.23
36.51,37,138.65,66.85,67.23
36.51,37,117.47,66.85,67.23
36.51,37,125.89,66.85,67.23
36.51,37,125.93,66.85,67.23
36.51,37,125.98,66.85,67.23
36.54,37,126.02,66.88,67.23
36.51,37,113.22,66.85,67.23
36.54,37,134.48,66.88,67.23
36.54,37,113.3,66.88,67.23
36.54,37,121.72,66.88,67.23
36.51,37,121.76,66.85,67.23
36.54,37,134.64,66.88,67.23
36.54,37,113.45,66.88,67.23
36.54,37,121.88,66.88,67.23
36.54,37,121.92,66.88,67.23
36.58,37,121.96,66.9,67.23
36.54,37,109.11,66.88,67.23
36.58,37,130.44,66.9,67.23
36.58,37,109.19,66.9,67.23
36.58,37,117.63,66.9,67.23
36.58,37,117.67,66.9,67.23
36.58,37,117.7,66.9,67.23
36.58,37,117.74,66.9,67.23
36.58,37,117.78,66.9,67.23
36.58,37,117.81,66.9,67.23
36.58,37,117.85,66.9,67.23
36.61,37,117.88,66.93,67.23
36.58,37,105.08,66.9,67.23
36.61,37,126.34,66.93,67.23
36.61,37,105.15,66.93,67.23
36.61,37,113.56,66.93,67.23
36.61,37,113.6,66.93,67.23
36.65,37,113.63,66.95,67.23
36.65,37,100.82,66.95,67.23
36.65,37,109.23,66.95,67.23
36.65,37,109.26,66.95,67.23
36.65,37,109.29,66.95,67.23
36.65,37,109.32,66.95,67.23
36.61,37,109.36,66.93,67.23
36.61,37,122.23,66.93,67.23
36.65,37,113.88,66.95,67.23
36.65,37,101.07,66.95,67.23
36.61,37,109.48,66.93,67.23
36.65,37,122.35,66.95,67.23
36.65,37,101.16,66.95,67.23
36.68,37,109.57,66.98,67.23
36.68,37,96.72,66.98,67.23
36.68,37,105.16,66.98,67.23
36.68,37,105.19,66.98,67.23
36.61,37,105.21,66.93,67.23
36.65,37,130.97,66.95,67.23
36.65,37,101.36,66.95,67.23
36.65,37,109.78,66.95,67.23
36.65,37,109.81,66.95,67.23
36.65,37,109.84,66.95,67.23
36.65,37,109.87,66.95,67.23
36.65,37,109.9,66.95,67.23
36.68,37,109.93,66.98,67.23
36.65,37,97.07,66.95,67.23
36.65,37,118.39,66.95,67.23
36.65,37,110.01,66.95,67.23
36.65,37,110.04,66.95,67.23
36.65,37,110.07,66.95,67.23
36.65,37,110.1,66.95,67.23
36.65,37,110.13,66.95,67.23
36.65,37,110.16,66.95,67.23
36.65,37,110.19,66.95,67.23
36.65,37,110.22,66.95,67.23
36.65,37,110.25,66.95,67.23
36.65,37,110.28,66.95,67.23
36.65,37,110.31,66.95,67.23
36.61,37,110.34,66.93,67.23
36.65,37,123.22,66.95,67.23
36.65,37,102.02,66.95,67.23
36.65,37,110.44,66.95,67.23
36.65,37,110.47,66.95,67.23
36.65,37,110.5,66.95,67.23
36.65,37,110.53,66.95,67.23
36.61,37,110.56,66.93,67.23
36.61,37,123.43,66.93,67.23
36.61,37,115.08,66.93,67.23
36.65,37,115.11,66.95,67.23
36.61,37,102.3,66.93,67.23
36.61,37,123.56,66.93,67.23
36.61,37,115.21,66.93,67.23
36.58,37,115.24,66.9,67.23
36.61,37,128.12,66.93,67.23
36.61,37,106.92,66.93,67.23
36.61,37,115.34,66.93,67.23
36.61,37,115.37,66.93,67.23
36.58,37,115.41,66.9,67.23
36.61,37,128.28,66.93,67.23
36.58,37,107.09,66.9,67.23
36.58,37,128.35,66.9,67.23
36.61,37,120,66.93,67.23
36.61,37,107.2,66.93,67.23
36.61,37,115.61,66.93,67.23
36.61,37,115.65,66.93,67.23
36.58,37,115.68,66.9,67.23
36.61,37,128.56,66.93,67.23
36.61,37,107.36,66.93,67.23
36.58,37,115.78,66.9,67.23
36.61,37,128.66,66.93,67.23
36.58,37,107.46,66.9,67.23
36.58,37,128.73,66.9,67.23
36.58,37,120.38,66.9,67.23
36.58,37,120.41,66.9,67.23
36.58,37,120.45,66.9,67.23
36.58,37,120.48,66.9,67.23
36.58,37,120.52,66.9,67.23
36.54,37,120.56,66.88,67.23
36.61,37,133.47,66.93,67.23
36.61,37,99.38,66.93,67.23
36.61,37,116.21,66.93,67.23
36.58,37,116.24,66.9,67.23
36.58,37,129.12,66.9,67.23
36.61,37,120.77,66.93,67.23
36.61,37,107.96,66.93,67.23
36.58,37,116.38,66.9,67.23
36.58,37,129.25,66.9,67.23
36.58,37,120.9,66.9,67.23
36.61,37,120.94,66.93,67.23
36.61,37,108.13,66.93,67.23
36.61,37,116.55,66.93,67.23
36.58,37,116.58,66.9,67.23
36.61,37,129.46,66.93,67.23
36.61,37,108.27,66.93,67.23
36.58,37,116.68,66.9,67.23
36.58,37,129.56,66.9,67.23
36.61,37,121.21,66.93,67.23
36.61,37,108.4,66.93,67.23
36.61,37,116.82,66.93,67.23
36.61,37,116.86,66.93,67.23
36.61,37,116.89,66.93,67.23
36.65,37,116.92,66.95,67.23
36.65,37,104.11,66.95,67.23
36.65,37,112.53,66.95,67.23
36.61,37,112.56,66.93,67.23
36.65,37,125.43,66.95,67.23
36.65,37,104.23,66.95,67.23
36.65,37,112.65,66.95,67.23
36.65,37,112.68,66.95,67.23
36.65,37,112.71,66.95,67.23
36.65,37,112.74,66.95,67.23
36.65,37,112.77,66.95,67.23
36.65,37,112.8,66.95,67.23
36.65,37,112.83,66.95,67.23
36.65,37,112.86,66.95,67.23
36.65,37,112.89,66.95,67.23
36.65,37,112.92,66.95,67.23
36.68,37,112.95,66.98,67.23
36.65,37,100.1,66.95,67.23
36.68,37,121.42,66.98,67.23
36.68,37,100.15,66.98,67.23
36.68,37,108.59,66.98,67.23
36.65,37,108.62,66.95,67.23
36.65,37,121.53,66.95,67.23
36.68,37,113.15,66.98,67.23
36.65,37,100.3,66.95,67.23
36.68,37,121.62,66.98,67.23
36.68,37,100.35,66.98,67.23
36.68,37,108.79,66.98,67.23
36.65,37,108.82,66.95,67.23
36.68,37,121.73,66.98,67.23
36.65,37,100.47,66.95,67.23
36.65,37,121.79,66.95,67.23
36.68,37,113.41,66.98,67.23
36.65,37,100.55,66.95,67.23
36.65,37,121.87,66.95,67.23
36.68,37,113.49,66.98,67.23
36.68,37,100.64,66.98,67.23
36.68,37,109.08,66.98,67.23
36.65,37,109.11,66.95,67.23
36.68,37,122.02,66.98,67.23
36.65,37,100.75,66.95,67.23
36.65,37,122.07,66.95,67.23
36.65,37,113.69,66.95,67.23
36.68,37,113.72,66.98,67.23
36.65,37,100.87,66.95,67.23
36.65,37,122.19,66.95,67.23
36.65,37,113.81,66.95,67.23
36.65,37,113.84,66.95,67.23
36.65,37,113.87,66.95,67.23
36.65,37,113.9,66.95,67.23
36.61,37,113.93,66.93,67.23
36.65,37,126.8,66.95,67.23
36.65,37,105.61,66.95,67.23
36.61,37,114.02,66.93,67.23
36.65,37,126.9,66.95,67.23
36.65,37,105.7,66.95,67.23
36.61,37,114.11,66.93,67.23
36.65,37,126.99,66.95,67.23
36.65,37,105.79,66.95,67.23
36.65,37,114.21,66.95,67.23
36.61,37,114.24,66.93,67.23
36.65,37,127.11,66.95,67.23
36.58,37,105.92,66.9,67.23
36.61,37,140.02,66.93,67.23
36.61,37,110.44,66.93,67.23
36.58,37,118.86,66.9,67.23
36.61,37,131.73,66.93,67.23
36.61,37,110.54,66.93,67.23
36.58,37,118.96,66.9,67.23
36.61,37,131.84,66.93,67.23
36.58,37,110.64,66.9,67.23
36.58,37,131.9,66.9,67.23
36.58,37,123.55,66.9,67.23
36.58,37,123.59,66.9,67.23
36.58,37,123.63,66.9,67.23
36.58,37,123.66,66.9,67.23
36.54,37,123.7,66.88,67.23
36.58,37,136.62,66.9,67.23
36.58,37,115.36,66.9,67.23
36.58,37,123.81,66.9,67.23
36.58,37,123.84,66.9,67.23
36.54,37,123.88,66.88,67.23
36.58,37,136.8,66.9,67.23
36.58,37,115.54,66.9,67.23
36.54,37,123.99,66.88,67.23
36.58,37,136.91,66.9,67.23
36.58,37,115.65,66.9,67.23
36.61,37,124.1,66.93,67.23
36.54,37,111.29,66.88,67.23
36.58,37,145.44,66.9,67.23
36.58,37,115.8,66.9,67.23
36.58,37,124.24,66.9,67.23
36.58,37,124.28,66.9,67.23
36.58,37,124.32,66.9,67.23
36.58,37,124.35,66.9,67.23
36.61,37,124.39,66.93,67.23
36.58,37,111.58,66.9,67.23
36.58,37,132.84,66.9,67.23
36.58,37,124.49,66.9,67.23
36.58,37,124.53,66.9,67.23
36.58,37,124.56,66.9,67.23
36.58,37,124.6,66.9,67.23
36.58,37,124.64,66.9,67.23
36.58,37,124.67,66.9,67.23
36.58,37,124.71,66.9,67.23
36.61,37,124.74,66.93,67.23
36.58,37,111.94,66.9,67.23
36.58,37,133.2,66.9,67.23
36.58,37,124.85,66.9,67.23
36.61,37,124.88,66.93,67.23
36.61,37,112.08,66.93,67.23
36.58,37,120.49,66.9,67.23
36.61,37,133.37,66.93,67.23
36.61,37,112.18,66.93,67.23
36.61,37,120.6,66.93,67.23
36.61,37,120.63,66.93,67.23
36.61,37,120.66,66.93,67.23
36.61,37,120.69,66.93,67.23
36.65,37,120.73,66.95,67.23
36.61,37,107.92,66.93,67.23
36.61,37,129.18,66.93,67.23
36.61,37,120.82,66.93,67.23
36.65,37,120.86,66.95,67.23
36.61,37,108.05,66.93,67.23
36.65,37,129.31,66.95,67.23
36.61,37,108.11,66.93,67.23
36.65,37,129.37,66.95,67.23
36.61,37,108.17,66.93,67.23
36.65,37,129.43,66.95,67.23
36.61,37,108.24,66.93,67.23
36.65,37,129.49,66.95,67.23
36.61,37,108.3,66.93,67.23
36.65,37,129.56,66.95,67.23
36.61,37,108.36,66.93,67.23
36.65,37,129.62,66.95,67.23
36.68,37,108.42,66.98,67.23
36.65,37,103.96,66.95,67.23
36.68,37,125.28,66.98,67.23
36.65,37,104.01,66.95,67.23
36.65,37,125.34,66.95,67.23
36.68,37,116.95,66.98,67.23
36.68,37,104.1,66.98,67.23
36.68,37,112.54,66.98,67.23
36.71,37,112.57,67.01,67.23
36.68,37,99.75,66.98,67.23
36.71,37,121.01,67.01,67.23
36.68,37,99.8,66.98,67.23
36.71,37,121.06,67.01,67.23
36.71,37,99.85,67.01,67.23
36.71,37,108.26,67.01,67.23
36.68,37,108.29,66.98,67.23
36.71,37,121.16,67.01,67.23
36.71,37,99.95,67.01,67.23
36.71,37,108.36,67.01,67.23
36.71,37,108.39,67.01,67.23
36.71,37,108.41,67.01,67.23
36.71,37,108.44,67.01,67.23
36.71,37,108.46,67.01,67.23
36.71,37,108.49,67.01,67.23
36.75,37,108.51,67.03,67.23
36.75,37,95.69,67.03,67.23
36.75,37,104.1,67.03,67.23
36.75,37,104.12,67.03,67.23
36.75,37,104.14,67.03,67.23
36.75,37,104.16,67.03,67.23
36.71,37,104.18,67.01,67.23
36.75,37,117.05,67.03,67.23
36.75,37,95.84,67.03,67.23
36.75,37,104.25,67.03,67.23
36.75,37,104.27,67.03,67.23
36.75,37,104.29,67.03,67.23
36.75,37,104.31,67.03,67.23
36.75,37,104.34,67.03,67.23
36.75,37,104.36,67.03,67.23
36.75,37,104.38,67.03,67.23
36.75,37,104.4,67.03,67.23
36.75,37,104.42,67.03,67.23
36.75,37,104.44,67.03,67.23
36.75,37,104.46,67.03,67.23
36.75,37,104.49,67.03,67.23
36.78,37,104.51,67.06,67.23
36.75,37,91.65,67.03,67.23
36.75,37,112.96,67.03,67.23
36.75,37,104.57,67.03,67.23
36.75,37,104.59,67.03,67.23
36.75,37,104.61,67.03,67.23
36.75,37,104.63,67.03,67.23
36.75,37,104.65,67.03,67.23
36.75,37,104.68,67.03,67.23
36.75,37,104.7,67.03,67.23
36.75,37,104.72,67.03,67.23
36.71,37,104.74,67.01,67.23
36.75,37,117.6,67.03,67.23
36.75,37,96.4,67.03,67.23
36.75,37,104.81,67.03,67.23
36.71,37,104.83,67.01,67.23
36.75,37,117.69,67.03,67.23
36.71,37,96.49,67.01,67.23
36.71,37,117.74,67.01,67.23
36.71,37,109.38,67.01,67.23
36.71,37,109.4,67.01,67.23
36.75,37,109.43,67.03,67.23
36.71,37,96.61,67.01,67.23
36.71,37,117.86,67.01,67.23
36.75,37,109.5,67.03,67.23
36.71,37,96.68,67.01,67.23
36.71,37,117.93,67.01,67.23
36.71,37,109.57,67.01,67.23
36.71,37,109.59,67.01,67.23
36.71,37,109.61,67.01,67.23
36.71,37,109.64,67.01,67.23
36.71,37,109.66,67.01,67.23
36.68,37,109.69,66.98,67.23
36.71,37,122.56,67.01,67.23
36.71,37,101.35,67.01,67.23
36.71,37,109.76,67.01,67.23
36.68,37,109.79,66.98,67.23
36.68,37,122.66,66.98,67.23
36.68,37,114.3,66.98,67.23
36.65,37,114.32,66.95,67.23
36.68,37,127.23,66.98,67.23
36.65,37,105.97,66.95,67.23
36.65,37,127.29,66.95,67.23
36.65,37,118.91,66.95,67.23
36.68,37,118.94,66.98,67.23
36.65,37,106.09,66.95,67.23
36.68,37,127.41,66.98,67.23
36.65,37,106.15,66.95,67.23
36.65,37,127.47,66.95,67.23
36.68,37,119.08,66.98,67.23
36.65,37,106.23,66.95,67.23
36.61,37,127.55,66.93,67.23
36.61,37,132.02,66.93,67.23
36.61,37,123.66,66.93,67.23
36.61,37,123.7,66.93,67.23
36.65,37,123.73,66.95,67.23
36.58,37,110.92,66.9,67.23
36.61,37,145.02,66.93,67.23
36.61,37,115.44,66.93,67.23
36.58,37,123.86,66.9,67.23
36.61,37,136.74,66.93,67.23
36.61,37,115.54,66.93,67.23
36.61,37,123.96,66.93,67.23
36.58,37,124,66.9,67.23
36.58,37,136.87,66.9,67.23
36.58,37,128.52,66.9,67.23
36.61,37,128.56,66.93,67.23
36.58,37,115.75,66.9,67.23
36.61,37,137.01,66.93,67.23
36.58,37,115.82,66.9,67.23
36.58,37,137.08,66.9,67.23
36.58,37,128.73,66.9,67.23
36.58,37,128.77,66.9,67.23
36.58,37,128.8,66.9,67.23
36.58,37,128.84,66.9,67.23
36.58,37,128.87,66.9,67.23
36.58,37,128.91,66.9,67.23
36.58,37,128.95,66.9,67.23
36.58,37,128.98,66.9,67.23
36.61,37,129.02,66.93,67.23
36.61,37,116.21,66.93,67.23
36.65,37,124.63,66.95,67.23
36.61,37,111.82,66.93,67.23
36.61,37,133.08,66.93,67.23
36.61,37,124.72,66.93,67.23
36.61,37,124.76,66.93,67.23
36.65,37,124.79,66.95,67.23
36.65,37,111.98,66.95,67.23
36.68,37,120.4,66.98,67.23
36.65,37,107.54,66.95,67.23
36.68,37,128.86,66.98,67.23
36.68,37,107.6,66.98,67.23
36.71,37,116.04,67.01,67.23
36.71,37,103.22,67.01,67.23
36.68,37,111.63,66.98,67.23
36.71,37,124.5,67.01,67.23
36.71,37,103.3,67.01,67.23
36.75,37,111.71,67.03,67.23
36.78,37,98.89,67.06,67.23
36.75,37,94.41,67.03,67.23
36.75,37,115.73,67.03,67.23
36.75,37,107.34,67.03,67.23
36.75,37,107.36,67.03,67.23
36.78,37,107.38,67.06,67.23
36.75,37,94.52,67.03,67.23
36.78,37,115.83,67.06,67.23
36.78,37,94.56,67.06,67.23
36.78,37,102.99,67.06,67.23
36.82,37,103.01,67.09,67.23
36.82,37,90.18,67.09,67.23
36.78,37,98.58,67.06,67.23
36.82,37,111.44,67.09,67.23
36.82,37,90.23,67.09,67.23
36.85,37,98.63,67.11,67.23
36.85,37,85.8,67.11,67.23
36.85,37,94.2,67.11,67.23
36.85,37,94.21,67.11,67.23
36.85,37,94.23,67.11,67.23
36.88,37,94.24,67.14,67.23
36.85,37,81.37,67.11,67.23
36.85,37,102.67,67.11,67.23
36.85,37,94.27,67.11,67.23
36.88,37,94.29,67.14,67.23
36.88,37,81.42,67.14,67.23
36.88,37,89.84,67.14,67.23
36.88,37,89.85,67.14,67.23
36.88,37,89.86,67.14,67.23
36.88,37,89.87,67.14,67.23
36.88,37,89.88,67.14,67.23
36.88,37,89.89,67.14,67.23
36.88,37,89.9,67.14,67.23
36.88,37,89.91,67.14,67.23
36.92,37,89.92,67.16,67.23
36.92,37,77.08,67.16,67.23
36.88,37,85.48,67.14,67.23
36.92,37,98.33,67.16,67.23
36.92,37,77.11,67.16,67.23
36.88,37,85.5,67.14,67.23
36.88,37,98.35,67.14,67.23
36.92,37,89.98,67.16,67.23
36.88,37,77.14,67.14,67.23
36.88,37,98.38,67.14,67.23
36.88,37,90,67.14,67.23
36.92,37,90.01,67.16,67.23
36.92,37,77.18,67.16,67.23
36.92,37,85.57,67.16,67.23
36.88,37,85.58,67.14,67.23
36.88,37,98.43,67.14,67.23
36.88,37,90.05,67.14,67.23
36.88,37,90.06,67.14,67.23
36.88,37,90.07,67.14,67.23
36.88,37,90.08,67.14,67.23
36.88,37,90.09,67.14,67.23
36.88,37,90.1,67.14,67.23
36.88,37,90.11,67.14,67.23
36.92,37,90.12,67.16,67.23
36.85,37,77.29,67.11,67.23
36.88,37,111.41,67.14,67.23
36.85,37,81.74,67.11,67.23
36.88,37,103.04,67.14,67.23
36.88,37,81.76,67.14,67.23
36.85,37,90.18,67.11,67.23
36.85,37,103.08,67.11,67.23
36.85,37,94.68,67.11,67.23
36.85,37,94.69,67.11,67.23
36.85,37,94.7,67.11,67.23
36.85,37,94.72,67.11,67.23
36.85,37,94.73,67.11,67.23
36.88,37,94.74,67.14,67.23
36.85,37,81.87,67.11,67.23
36.85,37,103.18,67.11,67.23
36.82,37,94.78,67.09,67.23
36.85,37,107.63,67.11,67.23
36.82,37,86.42,67.09,67.23
36.85,37,107.66,67.11,67.23
36.85,37,86.45,67.11,67.23
36.85,37,94.85,67.11,67.23
36.85,37,94.86,67.11,67.23
36.82,37,94.87,67.09,67.23
36.85,37,107.73,67.11,67.23
36.82,37,86.51,67.09,67.23
36.82,37,107.76,67.09,67.23
36.78,37,99.39,67.06,67.23
36.85,37,112.25,67.11,67.23
36.82,37,78.19,67.09,67.23
36.82,37,107.82,67.09,67.23
36.82,37,99.45,67.09,67.23
36.78,37,99.46,67.06,67.23
36.82,37,112.33,67.09,67.23
36.78,37,91.11,67.06,67.23
36.78,37,112.36,67.06,67.23
36.78,37,103.99,67.06,67.23
36.78,37,104.01,67.06,67.23
36.75,37,104.03,67.03,67.23
36.75,37,116.93,67.03,67.23
36.75,37,108.54,67.03,67.23
36.75,37,108.56,67.03,67.23
36.78,37,108.58,67.06,67.23
36.75,37,95.72,67.03,67.23
36.75,37,117.03,67.03,67.23
36.75,37,108.64,67.03,67.23
36.75,37,108.67,67.03,67.23
36.75,37,108.69,67.03,67.23
36.71,37,108.71,67.01,67.23
36.75,37,121.57,67.03,67.23
36.71,37,100.37,67.01,67.23
36.71,37,121.62,67.01,67.23
36.71,37,113.26,67.01,67.23
36.71,37,113.28,67.01,67.23
36.75,37,113.31,67.03,67.23
36.71,37,100.49,67.01,67.23
36.71,37,121.74,67.01,67.23
36.68,37,113.38,66.98,67.23
36.71,37,126.25,67.01,67.23
36.71,37,105.04,67.01,67.23
36.68,37,113.45,66.98,67.23
36.71,37,126.32,67.01,67.23
36.71,37,105.12,67.01,67.23
36.68,37,113.53,66.98,67.23
36.68,37,126.4,66.98,67.23
36.68,37,118.04,66.98,67.23
36.68,37,118.06,66.98,67.23
36.68,37,118.09,66.98,67.23
36.68,37,118.12,66.98,67.23
36.68,37,118.15,66.98,67.23
36.65,37,118.17,66.95,67.23
36.65,37,131.08,66.95,67.23
36.65,37,122.7,66.95,67.23
36.68,37,122.73,66.98,67.23
36.65,37,109.88,66.95,67.23
36.61,37,131.2,66.93,67.23
36.61,37,135.66,66.93,67.23
36.61,37,127.31,66.93,67.23
36.61,37,127.34,66.93,67.23
36.61,37,127.38,66.93,67.23
36.61,37,127.41,66.93,67.23
36.61,37,127.44,66.93,67.23
36.61,37,127.47,66.93,67.23
36.61,37,127.51,66.93,67.23
36.61,37,127.54,66.93,67.23
36.58,37,127.57,66.9,67.23
36.58,37,140.45,66.9,67.23
36.58,37,132.1,66.9,67.23
36.58,37,132.14,66.9,67.23
36.61,37,132.17,66.93,67.23
36.58,37,119.36,66.9,67.23
36.61,37,140.63,66.93,67.23
36.58,37,119.43,66.9,67.23
36.58,37,140.69,66.9,67.23
36.61,37,132.34,66.93,67.23
36.61,37,119.54,66.93,67.23
36.58,37,127.96,66.9,67.23
36.61,37,140.83,66.93,67.23
36.58,37,119.64,66.9,67.23
36.61,37,140.9,66.93,67.23
36.61,37,119.71,66.93,67.23
36.61,37,128.13,66.93,67.23
36.61,37,128.16,66.93,67.23
36.58,37,128.19,66.9,67.23
36.65,37,141.07,66.95,67.23
36.65,37,107.03,66.95,67.23
36.61,37,123.83,66.93,67.23
36.61,37,136.71,66.93,67.23
36.65,37,128.35,66.95,67.23
