Temp,Setpoint,Output,,
36.58,37,95.25,66.9,67.23
36.61,37,103.69,66.93,67.23
36.58,37,90.88,66.9,67.23
36.54,37,112.15,66.88,67.23
36.58,37,116.68,66.9,67.23
36.58,37,95.42,66.9,67.23
36.58,37,103.87,66.9,67.23
36.58,37,103.91,66.9,67.23
36.58,37,103.94,66.9,67.23
36.54,37,103.98,66.88,67.23
36.58,37,116.9,66.9,67.23
36.58,37,95.64,66.9,67.23
36.58,37,104.09,66.9,67.23
36.58,37,104.13,66.9,67.23
36.58,37,104.16,66.9,67.23
36.54,37,104.2,66.88,67.23
36.58,37,117.12,66.9,67.23
36.54,37,95.86,66.88,67.23
36.54,37,117.19,66.88,67.23
36.54,37,108.82,66.88,67.23
36.54,37,108.86,66.88,67.23
36.54,37,108.89,66.88,67.23
36.54,37,108.93,66.88,67.23
36.54,37,108.97,66.88,67.23
36.58,37,109.01,66.9,67.23
36.54,37,96.17,66.88,67.23
36.54,37,117.5,66.88,67.23
36.54,37,109.12,66.88,67.23
36.54,37,109.16,66.88,67.23
36.54,37,109.2,66.88,67.23
36.58,37,109.24,66.9,67.23
36.54,37,96.4,66.88,67.23
36.54,37,117.73,66.88,67.23
36.51,37,109.35,66.85,67.23
36.54,37,122.24,66.88,67.23
36.54,37,101.05,66.88,67.23
36.54,37,109.47,66.88,67.23
36.51,37,109.51,66.85,67.23
36.51,37,122.39,66.85,67.23
36.54,37,114.05,66.88,67.23
36.51,37,101.25,66.85,67.23
36.51,37,122.52,66.85,67.23
36.51,37,114.17,66.85,67.23
36.51,37,114.21,66.85,67.23
36.51,37,114.25,66.85,67.23
36.51,37,114.3,66.85,67.23
36.48,37,114.34,66.82,67.23
36.51,37,127.22,66.85,67.23
36.48,37,106.04,66.82,67.23
36.51,37,127.31,66.85,67.23
36.48,37,106.13,66.82,67.23
36.48,37,127.39,66.82,67.23
36.48,37,119.05,66.82,67.23
36.48,37,119.1,66.82,67.23
36.48,37,119.14,66.82,67.23
36.48,37,119.19,66.82,67.23
36.44,37,119.23,66.8,67.23
36.48,37,132.12,66.82,67.23
36.44,37,110.94,66.8,67.23
36.44,37,132.21,66.8,67.23
36.44,37,123.87,66.8,67.23
36.44,37,123.92,66.8,67.23
36.41,37,123.97,66.77,67.23
36.44,37,136.86,66.8,67.23
36.44,37,115.68,66.8,67.23
36.44,37,124.11,66.8,67.23
36.41,37,124.16,66.77,67.23
36.44,37,137.05,66.8,67.23
36.41,37,115.87,66.77,67.23
36.44,37,137.15,66.8,67.23
36.41,37,115.97,66.77,67.23
36.41,37,137.25,66.77,67.23
36.41,37,128.91,66.77,67.23
36.41,37,128.96,66.77,67.23
36.41,37,129.01,66.77,67.23
36.41,37,129.06,66.77,67.23
36.44,37,129.11,66.8,67.23
36.41,37,116.32,66.77,67.23
36.41,37,137.6,66.77,67.23
36.41,37,129.26,66.77,67.23
36.41,37,129.31,66.77,67.23
36.48,37,129.36,66.82,67.23
36.44,37,103.72,66.8,67.23
36.48,37,133.38,66.82,67.23
36.48,37,112.2,66.82,67.23
36.48,37,120.63,66.82,67.23
36.48,37,120.68,66.82,67.23
36.44,37,120.72,66.8,67.23
36.44,37,133.61,66.8,67.23
36.48,37,125.27,66.82,67.23
36.44,37,112.47,66.8,67.23
36.48,37,133.75,66.82,67.23
36.48,37,112.57,66.82,67.23
36.48,37,121,66.82,67.23
36.51,37,121.04,66.85,67.23
36.51,37,108.24,66.85,67.23
36.54,37,116.67,66.88,67.23
36.54,37,103.87,66.88,67.23
36.51,37,112.29,66.85,67.23
36.54,37,125.17,66.88,67.23
36.54,37,103.99,66.88,67.23
36.54,37,112.41,66.88,67.23
36.54,37,112.45,66.88,67.23
36.58,37,112.49,66.9,67.23
36.58,37,99.64,66.9,67.23
36.61,37,108.09,66.93,67.23
36.58,37,95.28,66.9,67.23
36.61,37,116.55,66.93,67.23
36.61,37,95.35,66.93,67.23
36.61,37,103.77,66.93,67.23
36.61,37,103.8,66.93,67.23
36.61,37,103.84,66.93,67.23
36.61,37,103.87,66.93,67.23
36.65,37,103.9,66.95,67.23
36.65,37,91.09,66.95,67.23
36.65,37,99.51,66.95,67.23
36.68,37,99.54,66.98,67.23
36.68,37,86.69,66.98,67.23
36.65,37,95.12,66.95,67.23
36.68,37,108.03,66.98,67.23
36.65,37,86.77,66.95,67.23
36.68,37,108.09,66.98,67.23
36.68,37,86.83,66.98,67.23
36.68,37,95.27,66.98,67.23
36.68,37,95.29,66.98,67.23
36.71,37,95.32,67.01,67.23
36.71,37,82.5,67.01,67.23
36.71,37,90.91,67.01,67.23
36.71,37,90.94,67.01,67.23
36.71,37,90.96,67.01,67.23
36.71,37,90.99,67.01,67.23
36.68,37,91.01,66.98,67.23
36.71,37,103.88,67.01,67.23
36.68,37,82.68,66.98,67.23
36.68,37,103.93,66.98,67.23
36.68,37,95.57,66.98,67.23
36.71,37,95.6,67.01,67.23
36.71,37,82.78,67.01,67.23
36.68,37,91.19,66.98,67.23
36.68,37,104.06,66.98,67.23
36.68,37,95.7,66.98,67.23
36.68,37,95.73,66.98,67.23
36.71,37,95.76,67.01,67.23
36.71,37,82.94,67.01,67.23
36.71,37,91.35,67.01,67.23
36.71,37,91.37,67.01,67.23
36.68,37,91.4,66.98,67.23
36.68,37,104.27,66.98,67.23
36.71,37,95.91,67.01,67.23
36.68,37,83.09,66.98,67.23
36.68,37,104.35,66.98,67.23
36.71,37,95.99,67.01,67.23
