Temp,Setpoint,,,
29.56,30,100.62,61.48,61.82
29.56,30,113.47,61.48,61.82
29.53,30,109.59,61.45,61.82
29.56,30,118.55,61.48,61.82
29.56,30,105.74,61.48,61.82
29.56,30,109.72,61.48,61.82
29.53,30,109.76,61.45,61.82
29.56,30,118.72,61.48,61.82
29.56,30,105.91,61.48,61.82
29.53,30,109.88,61.45,61.82
29.56,30,118.84,61.48,61.82
29.53,30,106.03,61.45,61.82
29.53,30,118.93,61.45,61.82
29.56,30,115.04,61.48,61.82
29.53,30,106.16,61.45,61.82
29.53,30,119.06,61.45,61.82
29.53,30,115.17,61.45,61.82
29.53,30,115.21,61.45,61.82
29.56,30,115.26,61.48,61.82
29.53,30,106.38,61.45,61.82
29.53,30,119.27,61.45,61.82
29.49,30,115.38,61.43,61.82
29.49,30,124.32,61.43,61.82
29.53,30,120.45,61.45,61.82
29.53,30,111.6,61.45,61.82
29.53,30,115.57,61.45,61.82
29.53,30,115.61,61.45,61.82
29.53,30,115.65,61.45,61.82
29.49,30,115.7,61.43,61.82
29.53,30,124.64,61.45,61.82
29.49,30,111.87,61.43,61.82
29.53,30,124.73,61.45,61.82
29.53,30,111.96,61.45,61.82
29.53,30,115.92,61.45,61.82
29.53,30,115.97,61.45,61.82
29.49,30,116.01,61.43,61.82
29.49,30,124.95,61.43,61.82
29.53,30,121.08,61.45,61.82
29.49,30,112.23,61.43,61.82
29.46,30,125.09,61.4,61.82
29.49,30,130.11,61.43,61.82
29.49,30,117.34,61.43,61.82
29.49,30,121.31,61.43,61.82
29.49,30,121.36,61.43,61.82
29.49,30,121.41,61.43,61.82
29.49,30,121.45,61.43,61.82
29.46,30,121.5,61.4,61.82
29.49,30,130.44,61.43,61.82
29.49,30,117.67,61.43,61.82
29.49,30,121.64,61.43,61.82
29.49,30,121.69,61.43,61.82
29.49,30,121.74,61.43,61.82
29.49,30,121.79,61.43,61.82
29.46,30,121.83,61.4,61.82
29.49,30,130.77,61.43,61.82
29.49,30,118.01,61.43,61.82
29.46,30,121.98,61.4,61.82
29.49,30,130.92,61.43,61.82
29.46,30,118.15,61.4,61.82
29.49,30,131.02,61.43,61.82
29.46,30,118.25,61.4,61.82
29.49,30,131.11,61.43,61.82
29.46,30,118.35,61.4,61.82
29.46,30,131.21,61.4,61.82
29.46,30,127.34,61.4,61.82
29.49,30,127.39,61.43,61.82
29.49,30,118.54,61.43,61.82
29.49,30,122.51,61.43,61.82
29.53,30,122.56,61.45,61.82
29.49,30,113.71,61.43,61.82
29.49,30,126.58,61.43,61.82
29.49,30,122.7,61.43,61.82
29.49,30,122.75,61.43,61.82
29.53,30,122.79,61.45,61.82
29.49,30,113.95,61.43,61.82
29.53,30,126.81,61.45,61.82
29.53,30,114.04,61.45,61.82
